st,yr,rtype,hectares,prod,type,temp,wind,rain,cloud,sun,rel_hum,ndvi
Chuadanga,2018,Aus,37776.0,109585.0,0,29.652746200561523,1.1942486763000488,229.0784912109375,4.154553413391113,5.911234855651856,84.98770904541016,0.5570216666666666
Chuadanga,2018,Aman,32680.0,89821.0,1,28.47821044921875,0.7804636359214783,194.4054718017578,4.3024115562438965,5.655022621154785,85.0411148071289,0.5863814285714286
Chuadanga,2018,Boro,32616.2,131195.0,2,25.565216064453125,1.4300203323364258,63.18177032470703,2.040997266769409,6.392764568328857,77.71035766601562,0.5681485714285716
Comilla,2011,Aus,69698.0,157418.0,0,29.35833333333333,2.1,262.5,4.8500000000000005,6.133333333333333,81.83333333333333,0.4916
Comilla,2011,Aman,142763.0,342915.0,1,28.514285714285712,1.8571428571428572,204.14285714285717,4.0285714285714285,6.028571428571429,82.85714285714286,0.5198614285714286
Comilla,2011,Boro,162672.0,623062.0,2,25.0,1.9285714285714288,65.0,2.085714285714286,7.114285714285715,76.85714285714286,0.49026000000000003
Comilla,2012,Aus,67424.0,161670.0,0,29.7,2.1166666666666667,252.33333333333331,4.7,6.616666666666666,82.0,0.5018166666666667
Comilla,2012,Aman,143883.0,338564.0,1,28.092857142857145,1.9285714285714288,213.57142857142856,4.314285714285714,6.000000000000001,83.14285714285714,0.5233899999999999
Comilla,2012,Boro,169879.0,635359.0,2,25.207142857142852,1.8714285714285717,77.0,2.3285714285714287,7.042857142857144,78.14285714285714,0.4865785714285714
Comilla,2013,Aus,679763.0,189004.0,0,29.7,2.4833333333333334,209.66666666666663,4.683333333333334,6.166666666666668,81.66666666666667,0.5467
Comilla,2013,Aman,140452.0,326956.0,1,28.607142857142854,2.185714285714286,159.28571428571428,4.128571428571428,6.042857142857143,82.85714285714286,0.5571142857142858
Comilla,2013,Boro,160767.0,615555.0,2,25.314285714285717,2.085714285714286,75.85714285714286,2.1142857142857143,7.014285714285713,77.28571428571429,0.51316
Comilla,2014,Aus,68779.0,172305.0,0,29.45244216918945,2.768798589706421,286.623779296875,4.869854927062988,5.908522129058838,82.8101577758789,0.5314833333333333
Comilla,2014,Aman,72507.0,175192.0,1,28.49447631835937,2.0399820804595947,217.4454498291016,4.265544414520264,5.891047954559326,82.02882385253906,0.56506
Comilla,2014,Boro,158557.0,576496.0,2,25.5819034576416,1.476020574569702,64.08322906494139,2.1658706665039062,7.0973777770996085,77.9269790649414,0.5132328571428572
Comilla,2015,Aus,65107.0,159886.0,0,29.64253807067871,2.066537618637085,282.90618896484375,4.793176651000977,6.1188812255859375,81.56975555419922,0.5243000000000001
Comilla,2015,Aman,76324.0,188716.0,1,28.412578582763672,2.263467073440552,197.63162231445312,4.145866394042969,5.861820697784424,82.51966094970703,0.5615171428571429
Comilla,2015,Boro,158893.0,581778.0,2,25.583026885986328,1.040934443473816,63.12483596801758,2.098559856414795,7.403388500213622,82.6480712890625,0.5235885714285714
Comilla,2016,Aus,63962.0,148178.0,0,29.81220626831055,2.2185850143432617,223.09884643554688,4.871114730834961,6.267712116241455,81.8746337890625,0.523015
Comilla,2016,Aman,135054.0,288796.0,1,28.49334526062012,2.0478429794311523,200.54620361328125,4.2705488204956055,5.777906894683838,83.03612518310547,0.5680428571428572
Comilla,2016,Boro,156242.0,574371.0,2,25.56909942626953,0.8915366530418396,63.36027526855469,2.100460767745972,7.757465839385986,79.52528381347656,0.5239185714285715
Comilla,2017,Aus,70800.0,185718.0,0,29.755767822265625,2.0348577499389653,323.6229553222656,4.820298671722412,6.11163330078125,82.41177368164062,0.5494933333333334
Comilla,2017,Aman,135155.0,320063.0,1,28.48874282836914,2.8165972232818604,218.03543090820312,4.150099277496338,5.8341917991638175,81.99971771240234,0.5832042857142856
Comilla,2017,Boro,144736.0,544518.0,2,25.56566619873047,0.8207257986068726,63.52779006958008,2.0733065605163574,7.62844705581665,80.00050354003906,0.5522742857142857
Comilla,2018,Aus,71060.0,191367.0,0,29.77993583679199,2.1573033332824707,242.8520355224609,4.8920631408691415,5.954617023468018,81.7888412475586,0.5253783333333333
Comilla,2018,Aman,134770.0,316154.0,1,28.479204177856445,3.007884740829468,220.5251922607422,4.277024745941162,5.781731128692628,82.19644927978516,0.5757985714285715
Comilla,2018,Boro,155545.0,661981.6,2,25.56503486633301,0.707159161567688,63.28900146484375,2.0741419792175293,7.269520759582519,79.7778549194336,0.5153857142857142
Dhaka,2011,Aus,628.0,927.0,0,30.066666666666666,2.5,242.83333333333331,4.983333333333333,4.9,73.66666666666667,0.4625633333333334
Dhaka,2011,Aman,15896.0,23809.0,1,28.878571428571423,1.9714285714285715,199.7142857142857,4.285714285714286,4.528571428571428,76.42857142857143,0.45047571428571426
Dhaka,2011,Boro,49624.0,204100.0,2,25.67142857142857,2.257142857142857,54.0,2.1,6.014285714285713,66.28571428571429,0.45236714285714286
