st,yr,lat,long,rain,rel_hum,cloud,avg_sun,temp
Patuakhali,2017,22.36,90.34,198.34988403320312,79.86101531982422,3.580127239227295,6.2068939208984375,28.32695960998535
Mymensingh,2017,24.75,90.41,185.7013397216797,77.97441101074219,3.598789691925049,5.37551736831665,27.91310691833496
Mongla,2017,22.43,89.66,160.68389892578125,78.34785461425781,3.4999206066131587,6.221621990203857,28.309572219848636
Rajshahi,2017,24.35,88.56,168.16854858398438,76.026611328125,3.2969322204589844,6.260759353637695,27.76219367980957
Maijdee Court,2017,22.83,91.08,189.65109252929688,78.78330993652344,3.690221786499024,5.831168174743652,28.42567443847656
Madaripur,2017,23.17,90.18,184.39817810058597,78.7280502319336,3.413132429122925,6.150022983551025,28.10175132751465
Kutubdia,2017,21.83,91.84,237.99099731445312,80.85855102539062,3.650536775588989,6.441231727600098,27.94195938110352
Rangamati,2017,22.67,92.2,199.77273559570312,78.40802001953125,3.6418087482452393,6.417044162750244,28.16854476928711
Khulna,2017,22.8,89.58,168.76626586914062,78.85274505615234,3.4986782073974614,6.178539276123048,28.24198913574219
Khepupara,2017,21.98,90.22,223.77854919433597,78.66096496582031,3.5390658378601074,6.308258056640625,28.26858901977539
Jessore,2017,23.17,89.22,165.92752075195312,76.68032836914062,3.29683518409729,5.4418301582336435,28.04771423339844
Rangpur,2017,25.72,89.26,174.58291625976562,75.7698745727539,3.4940145015716557,6.137655735015869,27.39654541015625
Ishurdi,2017,24.12,89.04,181.9063262939453,76.59627532958984,3.40622615814209,6.265734672546388,27.809606552124023
Hatiya,2017,22.29,91.13,221.5868377685547,80.19606018066406,3.642178058624268,6.1341328620910645,28.092220306396484
Tangail,2017,24.15,89.55,178.42697143554688,76.71195220947266,3.405800104141236,5.903228759765625,27.92950439453125
Sandwip,2017,22.5,91.46,203.66009521484372,79.82720184326172,3.5979952812194824,6.199005126953125,28.241567611694336
Faridpur,2017,23.61,89.84,187.51109313964844,76.94611358642578,3.3847198486328125,6.127140998840332,28.15409851074219
Satkhira,2017,22.68,89.07,156.49928283691406,77.40147399902344,3.374126434326172,6.176851272583008,28.058210372924805
Dhaka,2017,23.78,90.39,192.4570770263672,74.22344207763672,3.580925703048706,5.3685269355773935,28.34494972229004
Sitakunda,2017,22.64,91.64,195.4736633300781,79.82315826416016,3.5162642002105717,6.51295804977417,28.205097198486328
Cox's Bazar,2017,21.46,91.98,269.48077392578125,78.65705108642578,3.685648441314697,6.4482293128967285,28.52538681030273
Comilla,2017,23.48,91.19,198.2500762939453,78.52490234375,3.579084634780884,6.436370849609375,28.077621459960934
Chuadanga,2017,23.65,88.81667,173.4084014892578,77.37440490722656,3.317946195602417,6.117585182189941,27.85274314880371
Srimangal,2017,24.29,91.73,200.65484619140625,78.19161987304688,3.6363508701324463,6.001604080200195,27.687833786010746
Chittagong (IAP-Patenga),2017,22.34,91.79,212.9658660888672,79.09329223632812,3.637202739715576,6.621169567108153,28.054147720336914
Syedpur,2017,25.75,88.916667,168.20460510253906,75.62625122070312,3.276273488998413,6.053451061248778,27.42367553710937
Chittagong (City-Ambagan),2017,22.35,91.8166,213.44288635253903,78.1085205078125,3.6732523441314697,6.402202606201173,28.45722961425781
Chandpur,2017,23.26,90.67,192.40513610839844,78.32217407226562,3.6813585758209233,5.511582851409912,28.38177299499512
Bogra,2017,24.88,89.36,178.68165588378906,75.27355194091797,3.43646240234375,5.59524393081665,27.879404067993164
Sylhet,2017,24.88,91.93,351.1802673339844,76.37167358398438,4.152186870574951,5.931164264678955,28.38070297241211
Feni,2017,23.01,91.37,191.40606689453125,79.33419799804688,3.6878390312194815,6.006671905517577,28.065996170043945
Teknaf,2017,20.87,92.26,286.8446350097656,78.8472671508789,3.6431696414947514,6.788840770721436,28.078968048095703
Barisal,2018,22.7,90.36,179.8271942138672,79.19328308105469,3.580744504928589,6.225879192352295,28.248624801635746
Dinajpur,2018,25.63,88.66,169.79029846191406,74.86975860595703,3.33440375328064,6.181075096130371,27.378761291503906
Bhola,2018,22.7,90.66,183.2832946777344,79.30517578125,3.5401833057403564,5.84335994720459,28.26777267456055
Patuakhali,2018,22.36,90.34,199.1788482666016,79.4428939819336,3.5695152282714844,6.227073192596436,28.37185096740723
Mymensingh,2018,24.75,90.41,187.7328948974609,77.49417114257812,3.574449062347412,5.438282012939453,27.99677085876465
Mongla,2018,22.43,89.66,161.41494750976562,78.10334014892578,3.4995288848876958,6.244828224182129,28.3087100982666
Rajshahi,2018,24.35,88.56,169.88047790527344,75.66677856445312,3.315413236618042,6.28389310836792,27.74909973144531
Maijdee Court,2018,22.83,91.08,187.57752990722656,78.57455444335938,3.6608202457427983,5.877605438232423,28.49393653869629
Madaripur,2018,23.17,90.18,184.68214416503903,78.36558532714844,3.443952798843384,6.173688888549805,28.193531036376953
Kutubdia,2018,21.83,91.84,240.56529235839844,80.42501831054688,3.6578235626220703,6.460145950317383,28.0908203125
Rangamati,2018,22.67,92.2,198.5942687988281,78.39039611816406,3.6568291187286377,6.41217851638794,28.303882598876953
Khulna,2018,22.8,89.58,167.94076538085938,78.45975494384766,3.491979122161865,6.206193447113037,28.24038314819336
Khepupara,2018,21.98,90.22,220.7197723388672,78.41297912597656,3.5412294864654537,6.333511352539063,28.315187454223636
Jessore,2018,23.17,89.22,166.9508819580078,76.49158477783203,3.3389105796813965,5.500279426574707,28.05755615234375
Rangpur,2018,25.72,89.26,176.33522033691406,75.38896942138672,3.4628419876098637,6.1737003326416025,27.459043502807614
Ishurdi,2018,24.12,89.04,180.7201995849609,76.24446868896484,3.402599334716797,6.286855697631836,27.838550567626953
Hatiya,2018,22.29,91.13,213.6199493408203,79.82121276855469,3.6330313682556152,6.154958248138428,28.21250343322754
Tangail,2018,24.15,89.55,181.6172637939453,76.3970718383789,3.4171772003173833,5.955514907836914,27.96943283081055
Sandwip,2018,22.5,91.46,210.7244873046875,79.55984497070312,3.61006760597229,6.216378211975098,28.35602760314941
Faridpur,2018,23.61,89.84,187.3384704589844,76.71224975585938,3.408543109893799,6.157913684844972,28.17738914489746
Satkhira,2018,22.68,89.07,156.9810028076172,77.18511962890625,3.398910522460937,6.205916404724121,28.067827224731445
Dhaka,2018,23.78,90.39,191.74703979492188,74.54273223876953,3.564836263656616,5.418291091918945,28.35701942443848
Sitakunda,2018,22.64,91.64,198.41200256347656,79.55614471435547,3.555185079574585,6.501455783843994,28.32669258117676
Cox's Bazar,2018,21.46,91.98,264.20303344726557,78.58441925048828,3.681478261947632,6.484944820404053,28.60457801818848
Comilla,2018,23.48,91.19,195.1880798339844,78.24834442138672,3.5855813026428223,6.434816360473633,28.20060920715332
Chuadanga,2018,23.65,88.81667,175.3391571044922,76.96772003173828,3.339311361312866,6.151469230651856,27.86511993408203
Srimangal,2018,24.29,91.73,200.38446044921875,77.88441467285156,3.63614559173584,6.031981468200684,27.8571891784668
Chittagong (IAP-Patenga),2018,22.34,91.79,214.3317108154297,78.9785385131836,3.644199848175049,6.5996527671813965,28.191465377807614
Syedpur,2018,25.75,88.916667,170.0906524658203,75.22105407714844,3.2802939414978027,6.092384338378906,27.453508377075195
Chittagong (City-Ambagan),2018,22.35,91.8166,213.90234375,78.13160705566406,3.671020030975342,6.400550842285156,28.55426597595215
Chandpur,2018,23.26,90.67,188.7255859375,78.05353546142578,3.6491971015930176,5.56854248046875,28.43222427368164
Bogra,2018,24.88,89.36,180.202392578125,75.08338165283203,3.4268817901611333,5.663907051086426,27.881046295166016
Sylhet,2018,24.88,91.93,356.9906921386719,76.33499145507812,4.093575954437257,5.9676055908203125,28.4675350189209
Feni,2018,23.01,91.37,191.08709716796875,79.04751586914062,3.6674399375915527,6.041341304779053,28.1937313079834
Teknaf,2018,20.87,92.26,295.41754150390625,78.75556182861328,3.6624021530151367,6.827317237854004,28.22310447692871
Barisal,2019,22.7,90.36,179.55670166015625,78.86011505126953,3.5724003314971924,6.244439125061035,28.313026428222656
Dinajpur,2019,25.63,88.66,170.7578125,74.59571838378906,3.3304591178894043,6.211899757385254,27.40574073791504
Bhola,2019,22.7,90.66,183.1898956298828,78.99071502685547,3.5498926639556885,5.888392448425293,28.34369468688965
Patuakhali,2019,22.36,90.34,199.66700744628903,79.10187530517578,3.5680460929870605,6.2447776794433585,28.407161712646484
Mymensingh,2019,24.75,90.41,189.06971740722656,77.0798110961914,3.5546228885650635,5.4791131019592285,28.062152862548828
Mongla,2019,22.43,89.66,161.9284210205078,77.89732360839844,3.5036394596099854,6.262177467346191,28.30779838562012
Rajshahi,2019,24.35,88.56,171.08154296875,75.3680191040039,3.3235042095184326,6.303055763244629,27.74036407470703
Maijdee Court,2019,22.83,91.08,187.43544006347656,78.39009857177734,3.646239280700684,5.920496463775635,28.54886245727539
Madaripur,2019,23.17,90.18,184.58639526367188,78.05628967285156,3.466219425201416,6.19678258895874,28.257768630981445
Kutubdia,2019,21.83,91.84,237.0068817138672,80.08110809326172,3.660557985305786,6.473269939422607,28.22405242919922
Rangamati,2019,22.67,92.2,198.9840545654297,78.3719253540039,3.663762807846069,6.408604145050049,28.426273345947266
Khulna,2019,22.8,89.58,167.31036376953125,78.1299057006836,3.494858264923096,6.2266459465026855,28.238971710205078
Khepupara,2019,21.98,90.22,222.7059631347656,78.20454406738281,3.5475435256958012,6.355782985687256,28.350948333740234
Jessore,2019,23.17,89.22,167.67120361328125,76.32870483398438,3.3709025382995605,5.561598300933838,28.06357192993164
Rangpur,2019,25.72,89.26,177.7139892578125,75.08746337890625,3.4352600574493413,6.203596115112305,27.50810241699219
Ishurdi,2019,24.12,89.04,180.7937469482422,75.94560241699219,3.4052441120147705,6.303828716278076,27.859153747558594
Hatiya,2019,22.29,91.13,212.233154296875,79.51482391357422,3.6281118392944336,6.1772990226745605,28.318906784057614
Tangail,2019,24.15,89.55,183.49940490722656,76.12838745117188,3.423625469207764,5.9967041015625,27.998798370361328
Sandwip,2019,22.5,91.46,206.32965087890625,79.33503723144531,3.6162424087524414,6.231213092803955,28.454387664794922
Faridpur,2019,23.61,89.84,188.0963592529297,76.51277160644531,3.430748462677002,6.182159900665282,28.19272041320801
Satkhira,2019,22.68,89.07,157.2749481201172,77.0018081665039,3.416345357894897,6.2280945777893075,28.073711395263672
Dhaka,2019,23.78,90.39,192.9677276611328,74.78681182861328,3.5557215213775635,5.462125301361084,28.365009307861328
Sitakunda,2019,22.64,91.64,195.7687225341797,79.32965850830078,3.5788249969482417,6.491599082946777,28.435680389404297
Cox's Bazar,2019,21.46,91.98,258.8256225585937,78.5224838256836,3.6831896305084233,6.51554536819458,28.668487548828125
Comilla,2019,23.48,91.19,197.7937164306641,78.0072021484375,3.5875895023345947,6.431948661804199,28.31271934509277
Chuadanga,2019,23.65,88.81667,176.36770629882812,76.62122344970703,3.3582880496978764,6.179863929748535,27.87283706665039
Srimangal,2019,24.29,91.73,200.91412353515625,77.62232208251953,3.6307642459869385,6.0625061988830575,28.01071357727051
Chittagong (IAP-Patenga),2019,22.34,91.79,213.5643768310547,78.8801040649414,3.648688316345215,6.580404758453369,28.315378189086914
Syedpur,2019,25.75,88.916667,171.52952575683594,74.9015884399414,3.288752555847168,6.132087230682372,27.47721099853516
Chittagong (City-Ambagan),2019,22.35,91.8166,213.54966735839844,78.14410400390625,3.667973279953003,6.399074077606201,28.6290283203125
Chandpur,2019,23.26,90.67,191.5913848876953,77.82170867919922,3.6250662803649902,5.614778518676758,28.46564483642578
Bogra,2019,24.88,89.36,181.2547912597656,74.93498992919922,3.420423746109009,5.732378959655763,27.882211685180664
Sylhet,2019,24.88,91.93,352.05865478515625,76.30321502685547,4.03684663772583,6.003313064575195,28.53622627258301
Feni,2019,23.01,91.37,191.0296173095703,78.7999496459961,3.6549882888793945,6.069607734680176,28.30963706970215
Teknaf,2019,20.87,92.26,278.86083984375,78.67658996582031,3.6760995388031006,6.856942176818848,28.35257148742676
Barisal,2020,22.7,90.36,179.3580322265625,78.57833862304688,3.566676139831543,6.260341167449951,28.36511421203613
Dinajpur,2020,25.63,88.66,171.5088653564453,74.38095092773438,3.319918155670166,6.24143123626709,27.4268856048584
Bhola,2020,22.7,90.66,183.16204833984372,78.7245864868164,3.55635142326355,5.932884693145753,28.40524673461914
Patuakhali,2020,22.36,90.34,199.99952697753903,78.81847381591797,3.5641844272613525,6.261287212371826,28.43572235107422
Mymensingh,2020,24.75,90.41,189.8067626953125,76.7249755859375,3.540393829345703,5.532651424407959,28.113494873046875
Mongla,2020,22.43,89.66,162.3062744140625,77.72061157226562,3.5045089721679688,6.279554843902588,28.30727195739746
Rajshahi,2020,24.35,88.56,171.92489624023438,75.11662292480469,3.332636594772339,6.321324348449707,27.73440361022949
Maijdee Court,2020,22.83,91.08,187.01055908203125,78.23103332519531,3.6327290534973145,5.960179805755615,28.592906951904297
Madaripur,2020,23.17,90.18,184.6437530517578,77.78800964355469,3.4827289581298833,6.217421054840088,28.30003547668457
Kutubdia,2020,21.83,91.84,238.0070953369141,79.79586029052734,3.663568019866944,6.486824035644531,28.34626388549805
Rangamati,2020,22.67,92.2,198.68209838867188,78.35669708251953,3.6706387996673584,6.404998779296875,28.53813743591309
Khulna,2020,22.8,89.58,166.9217529296875,77.84921264648438,3.4932775497436523,6.2472782135009775,28.23811340332031
Khepupara,2020,21.98,90.22,221.0225524902344,78.02650451660156,3.5497722625732417,6.376394271850586,28.380146026611328
Jessore,2020,23.17,89.22,168.16404724121094,76.18762969970703,3.3937761783599854,5.625849723815918,28.067745208740234
Rangpur,2020,25.72,89.26,178.80575561523438,74.85055541992188,3.41579008102417,6.2322940826416025,27.546560287475586
Ishurdi,2020,24.12,89.04,180.5574188232422,75.69058227539062,3.4045212268829346,6.320247173309326,27.874666213989254
Hatiya,2020,22.29,91.13,210.9478912353516,79.25902557373047,3.6239068508148193,6.196554660797119,28.40489387512207
Tangail,2020,24.15,89.55,184.6040802001953,75.90092468261719,3.429548501968384,6.037452697753906,28.020648956298828
Sandwip,2020,22.5,91.46,206.69053649902344,79.14396667480469,3.62184476852417,6.245256423950195,28.53278350830078
Faridpur,2020,23.61,89.84,187.8883209228516,76.3407974243164,3.44500470161438,6.205974102020264,28.20304679870605
Satkhira,2020,22.68,89.07,157.4568328857422,76.84194946289062,3.4290239810943604,6.25011157989502,28.07779312133789
Dhaka,2020,23.78,90.39,192.56105041503903,74.97651672363281,3.5476205348968506,5.5115885734558105,28.37037849426269
Sitakunda,2020,22.64,91.64,196.64329528808597,79.13614654541016,3.5981781482696533,6.4823899269104,28.530141830444336
Cox's Bazar,2020,21.46,91.98,258.8397827148437,78.46833801269531,3.6822917461395264,6.544471263885497,28.71968078613281
Comilla,2020,23.48,91.19,196.2998962402344,77.79669952392578,3.5904347896575928,6.429900646209718,28.41122817993164
Chuadanga,2020,23.65,88.81667,176.93775939941406,76.318115234375,3.3707883358001713,6.206928730010986,27.87814903259277
Srimangal,2020,24.29,91.73,200.8325958251953,77.39790344238281,3.6293554306030273,6.089725971221924,28.150917053222656
Chittagong (IAP-Patenga),2020,22.34,91.79,213.7775115966797,78.79467010498047,3.6521272659301762,6.562836647033691,28.428714752197266
Syedpur,2020,25.75,88.916667,172.64212036132812,74.65020751953125,3.292510986328125,6.167049884796143,27.49571418762207
Chittagong (City-Ambagan),2020,22.35,91.8166,213.63755798339844,78.15725708007812,3.666493654251098,6.397714614868164,28.689977645874023
Chandpur,2020,23.26,90.67,190.01751708984372,77.61895751953125,3.607996702194214,5.669137477874756,28.488096237182614
Bogra,2020,24.88,89.36,181.97885131835938,74.81705474853516,3.4150621891021733,5.79401159286499,27.88309097290039
Sylhet,2020,24.88,91.93,354.44854736328125,76.27908325195312,3.982743978500366,6.035574913024902,28.58976936340332
Feni,2020,23.01,91.37,190.9686737060547,78.58575439453125,3.644920825958252,6.097116470336914,28.41354179382324
Teknaf,2020,20.87,92.26,287.44488525390625,78.60809326171875,3.6852314472198486,6.885500907897949,28.47118377685547
Barisal,2021,22.7,90.36,179.24708557128906,78.33855438232422,3.562458038330078,6.275322437286378,28.40680313110352
Dinajpur,2021,25.63,88.66,172.08447265625,74.21546173095703,3.315702199935913,6.267972946166992,27.443470001220703
Bhola,2021,22.7,90.66,183.136474609375,78.49752044677734,3.5612552165985107,5.972859859466553,28.4544677734375
Patuakhali,2021,22.36,90.34,200.2096710205078,78.58042907714844,3.5627591609954834,6.276272296905518,28.458580017089844
Mymensingh,2021,24.75,90.41,190.24969482421875,76.42628479003906,3.5292351245880127,5.583942413330078,28.1509952545166
Mongla,2021,22.43,89.66,162.5789794921875,77.56884765625,3.5060846805572514,6.2948317527771,28.30689811706543
Rajshahi,2021,24.35,88.56,172.51622009277344,74.90958404541016,3.337987899780273,6.3376874923706055,27.72983741760254
Maijdee Court,2021,22.83,91.08,186.93089294433597,78.09223937988281,3.624468326568604,5.996822834014893,28.62827491760254
Madaripur,2021,23.17,90.18,184.6244659423828,77.55497741699219,3.4947202205657963,6.2365479469299325,28.328508377075195
Kutubdia,2021,21.83,91.84,236.8488922119141,79.55873107910156,3.665175437927246,6.498532772064209,28.45742034912109
Rangamati,2021,22.67,92.2,198.78414916992188,78.3431396484375,3.6747035980224614,6.401838302612305,28.63826942443848
Khulna,2021,22.8,89.58,166.66001892089844,77.60832977294922,3.4938735961914062,6.265395164489746,28.23751640319824
Khepupara,2021,21.98,90.22,222.35125732421875,77.87401580810547,3.5523464679718018,6.3950557708740225,28.403432846069336
Jessore,2021,23.17,89.22,168.5030059814453,76.06608581542969,3.4107606410980225,5.693275451660156,28.070499420166016
Rangpur,2021,25.72,89.26,179.6665496826172,74.66705322265625,3.3997089862823486,6.2581114768981925,27.57672691345215
Ishurdi,2021,24.12,89.04,180.51205444335938,75.47640991210938,3.405343770980835,6.334872722625732,27.884605407714844
Hatiya,2021,22.29,91.13,210.7806701660156,79.04375457763672,3.621259212493897,6.214718341827393,28.473735809326172
Tangail,2021,24.15,89.55,185.22259521484372,75.71051025390625,3.433457136154175,6.073890686035156,28.0357666015625
Sandwip,2021,22.5,91.46,206.16685485839844,78.98057556152344,3.625301361083984,6.25796365737915,28.595874786376953
Faridpur,2021,23.61,89.84,188.1002655029297,76.19420623779297,3.456683158874512,6.227187633514403,28.20993995666504
Satkhira,2021,22.68,89.07,157.56874084472656,76.70352935791016,3.4380261898040767,6.26954460144043,28.080486297607425
Dhaka,2021,23.78,90.39,192.9180145263672,75.125,3.542296886444092,5.5617942810058585,28.373966217041016
Sitakunda,2021,22.64,91.64,195.87973022460938,78.96971130371094,3.611100673675537,6.474098205566406,28.60417938232422
Cox's Bazar,2021,21.46,91.98,256.83648681640625,78.42134094238281,3.6826131343841553,6.570315361022949,28.760801315307614
Comilla,2021,23.48,91.19,197.3632049560547,77.61345672607422,3.591860055923462,6.427809715270996,28.4966983795166
Chuadanga,2021,23.65,88.81667,177.23544311523438,76.05622100830078,3.380810260772705,6.231289386749268,27.88166046142578
Srimangal,2021,24.29,91.73,200.95350646972656,77.2084732055664,3.626966953277588,6.115218162536621,28.27862930297852
Chittagong (IAP-Patenga),2021,22.34,91.79,213.6759796142578,78.72061157226562,3.654460906982422,6.546928405761719,28.52844047546387
Syedpur,2021,25.75,88.916667,173.50779724121094,74.45577239990234,3.2970099449157715,6.199754238128662,27.51025199890137
Chittagong (City-Ambagan),2021,22.35,91.8166,213.5924835205078,78.16807556152344,3.665121793746948,6.396477699279785,28.738615036010746
Chandpur,2021,23.26,90.67,191.1096649169922,77.44245147705078,3.595404863357544,5.723509788513184,28.50309944152832
Bogra,2021,24.88,89.36,182.47503662109372,74.72472381591797,3.4111952781677246,5.85178279876709,27.883737564086914
Sylhet,2021,24.88,91.93,352.8537292480469,76.25995635986328,3.931004762649536,6.065704345703125,28.628774642944336
Feni,2021,23.01,91.37,190.960205078125,78.39940643310547,3.6381528377532963,6.121885776519775,28.50261688232422
Teknaf,2021,20.87,92.26,281.0107421875,78.54869842529297,3.691572427749634,6.910374641418457,28.569843292236328
Barisal,2022,22.7,90.36,179.17510986328125,78.13262176513672,3.5594899654388428,6.288858890533447,28.438386917114254
Dinajpur,2022,25.63,88.66,172.52978515625,74.08856964111328,3.3102946281433105,6.292459964752197,27.45647621154785
Bhola,2022,22.7,90.66,183.12515258789062,78.30229187011719,3.5646605491638184,6.010190963745117,28.494029998779297
Patuakhali,2022,22.36,90.34,200.3448486328125,78.3785400390625,3.5611352920532227,6.29002046585083,28.47694969177246
Mymensingh,2022,24.75,90.41,190.49386596679688,76.17839050292969,3.5209689140319824,5.6397767066955575,28.178974151611328
Mongla,2022,22.43,89.66,162.7787628173828,77.43785858154297,3.50675630569458,6.3090152740478525,28.30665397644043
Rajshahi,2022,24.35,88.56,172.9302215576172,74.74040222167969,3.3428165912628174,6.3527283668518075,27.726490020751953
Maijdee Court,2022,22.83,91.08,186.83709716796875,77.97135925292969,3.6178367137908936,6.0306458473205575,28.65665435791016
Madaripur,2022,23.17,90.18,184.6360626220703,77.35200500488281,3.5035293102264404,6.253985404968263,28.34751319885254
Kutubdia,2022,21.83,91.84,237.166015625,79.35887908935547,3.6665313243865967,6.509429454803468,28.54748916625977
Rangamati,2022,22.67,92.2,198.70703125,78.33138275146484,3.678054094314575,6.3988990783691415,28.721179962158203
Khulna,2022,22.8,89.58,166.4901885986328,77.40034484863281,3.4934799671173096,6.2822508811950675,28.237119674682614
Khepupara,2022,21.98,90.22,221.3213653564453,77.74272155761719,3.553687572479248,6.412097454071045,28.42216873168945
Jessore,2022,23.17,89.22,168.73475646972656,75.96163940429688,3.4230239391326904,5.757054328918457,28.072355270385746
Rangpur,2022,25.72,89.26,180.34364318847656,74.52595520019531,3.3877344131469727,6.281963348388673,27.600385665893555
Ishurdi,2022,24.12,89.04,180.4490203857422,75.2980728149414,3.4052715301513667,6.348361015319824,27.89137077331543
Hatiya,2022,22.29,91.13,210.59848022460938,78.86090850830078,3.6192257404327393,6.231184005737305,28.5290470123291
Tangail,2022,24.15,89.55,185.56832885742188,75.55257415771484,3.436669111251831,6.107848644256593,28.04576110839844
Sandwip,2022,22.5,91.46,206.16241455078125,78.84010314941406,3.6280393600463863,6.269676685333253,28.646467208862305
Faridpur,2022,23.61,89.84,188.00669860839844,76.06974792480469,3.4647817611694336,6.246865272521973,28.214561462402344
Satkhira,2022,22.68,89.07,157.63775634765625,76.5832290649414,3.444509744644165,6.287559986114503,28.08230209350586
Dhaka,2022,23.78,90.39,192.75405883789062,75.24217224121094,3.5380220413208012,5.615037441253662,28.37637138366699
Sitakunda,2022,22.64,91.64,196.12548828125,78.82592010498047,3.6209349632263184,6.466511249542236,28.66414451599121
Cox's Bazar,2022,21.46,91.98,259.8377685546875,78.38040161132812,3.682408332824707,6.5939393043518075,28.793798446655273
Comilla,2022,23.48,91.19,196.6968994140625,77.45442962646484,3.593238353729248,6.4259910583496085,28.55620002746582
Chuadanga,2022,23.65,88.81667,177.39422607421875,75.83058166503906,3.387837171554565,6.253734588623048,27.8840274810791
Srimangal,2022,24.29,91.73,200.9302520751953,77.04979705810547,3.625841856002808,6.1385765075683585,28.39506721496582
Chittagong (IAP-Patenga),2022,22.34,91.79,213.7073211669922,78.6562728881836,3.656174421310425,6.532463073730469,28.60725402832031
Syedpur,2022,25.75,88.916667,174.18417358398438,74.30644226074219,3.299694538116455,6.229520320892334,27.521642684936523
Chittagong (City-Ambagan),2022,22.35,91.8166,213.60626220703125,78.17771911621094,3.664296388626098,6.395346164703369,28.777740478515625
Chandpur,2022,23.26,90.67,190.45834350585938,77.28884887695312,3.5863399505615234,5.781424045562744,28.513145446777344
Bogra,2022,24.88,89.36,182.8137664794922,74.65254211425781,3.4081265926361084,5.90493631362915,27.88422203063965
Sylhet,2022,24.88,91.93,353.7366638183594,76.24504089355469,3.88174057006836,6.0934200286865225,28.657901763916016
Feni,2022,23.01,91.37,190.94839477539062,78.23698425292969,3.6330060958862314,6.144907474517822,28.57240867614746
Teknaf,2022,20.87,92.26,294.62835693359375,78.49708557128906,3.695854663848877,6.9327125549316415,28.647987365722656
Barisal,2023,22.7,90.36,179.13197326660156,77.95487976074219,3.557334899902344,6.301301956176758,28.45857810974121
Dinajpur,2023,25.63,88.66,172.87411499023438,73.99186706542969,3.307219982147217,6.3147735595703125,27.4666748046875
Bhola,2023,22.7,90.66,183.1173553466797,78.13362884521484,3.5671672821044917,6.044438362121582,28.525768280029297
Patuakhali,2023,22.36,90.34,200.4304351806641,78.20613098144531,3.5602684020996094,6.302568435668945,28.491683959960934
Mymensingh,2023,24.75,90.41,190.63507080078125,75.97539520263672,3.5145914554595947,5.6972999572753915,28.19968223571777
Mongla,2023,22.43,89.66,162.9243927001953,77.32456970214844,3.5074422359466557,6.321867942810059,28.30649185180664
Rajshahi,2023,24.35,88.56,173.21958923339844,74.6035385131836,3.346056699752808,6.3663902282714835,27.7239990234375
Maijdee Court,2023,22.83,91.08,186.8092041015625,77.86592864990234,3.613389730453491,6.0618348121643075,28.67685317993164
Madaripur,2023,23.17,90.18,184.63214111328125,77.17525482177734,3.5099399089813232,6.2699832916259775,28.36024475097656
Kutubdia,2023,21.83,91.84,236.7849884033203,79.1893310546875,3.6673762798309326,6.519242286682129,28.61952781677246
Rangamati,2023,22.67,92.2,198.73355102539062,78.32109069824219,3.680258512496948,6.396233558654785,28.786962509155273
Khulna,2023,22.8,89.58,166.37831115722656,77.22008514404297,3.493586540222168,6.297534465789795,28.236854553222656
Khepupara,2023,21.98,90.22,222.1596221923828,77.62934875488281,3.5548415184021,6.42758846282959,28.437191009521484
Jessore,2023,23.17,89.22,168.8930206298828,75.87220764160156,3.4320268630981445,5.8155670166015625,28.07359504699707
Rangpur,2023,25.72,89.26,180.8740234375,74.41815948486328,3.3781418800354004,6.303724765777588,27.618938446044922
Ishurdi,2023,24.12,89.04,180.42257690429688,75.15099334716797,3.405565023422241,6.360606670379639,27.8958683013916
Hatiya,2023,22.29,91.13,210.5699615478516,78.70464324951172,3.6178555488586426,6.246352672576903,28.573429107666016
Tangail,2023,24.15,89.55,185.75782775878903,75.42263793945312,3.4389421939849854,6.1388983726501465,28.05248069763184
Sandwip,2023,22.5,91.46,206.113037109375,78.7188720703125,3.629874706268311,6.280383586883545,28.68708610534668
Faridpur,2023,23.61,89.84,188.0740509033203,75.9646987915039,3.471045970916748,6.264786243438722,28.21764945983887
Satkhira,2023,22.68,89.07,157.68028259277344,76.47877502441406,3.4491300582885738,6.303897380828857,28.083511352539066
Dhaka,2023,23.78,90.39,192.86734008789062,75.33515930175781,3.535017728805542,5.67051887512207,28.37797546386719
Sitakunda,2023,22.64,91.64,195.9063720703125,78.70127868652344,3.627779722213745,6.459614276885986,28.71211242675781
Cox's Bazar,2023,21.46,91.98,254.4714813232422,78.34475708007812,3.682460784912109,6.61529541015625,28.82028961181641
Comilla,2023,23.48,91.19,197.14645385742188,77.31696319580078,3.59409236907959,6.424296855926514,28.59543037414551
Chuadanga,2023,23.65,88.81667,177.47682189941406,75.63768005371094,3.3932173252105717,6.274187088012695,27.88560485839844
Srimangal,2023,24.29,91.73,200.95794677734372,76.91801452636719,3.6246566772460938,6.160159111022949,28.49611473083496
Chittagong (IAP-Patenga),2023,22.34,91.79,213.69407653808597,78.6003189086914,3.6573674678802486,6.5193214416503915,28.670883178710934
Syedpur,2023,25.75,88.916667,174.71449279785156,74.19254302978516,3.3022499084472656,6.256896018981934,27.53057861328125
Chittagong (City-Ambagan),2023,22.35,91.8166,213.60032653808597,78.18608093261719,3.663640022277832,6.394313335418701,28.809120178222656
Chandpur,2023,23.26,90.67,190.8867034912109,77.15556335449219,3.5796926021575928,5.832149028778076,28.51986694335937
Bogra,2023,24.88,89.36,183.04449462890625,74.59635925292969,3.405842065811157,5.954158306121826,27.88457679748535
