st,yr,mn,max_temp,min_temp,rain,rel_hum,wind,cloud,sun
Bogra,2006,1,28.6,11.9,0.0,80.0,0.6,1.0,5.7
Bogra,2006,2,34.8,17.9,0.0,76.0,0.5,0.7,5.0
Bogra,2006,3,37.0,19.3,12.0,62.0,0.7,1.3,9.0
Bogra,2006,4,36.3,22.4,143.0,76.0,1.4,3.5,6.5
Bogra,2006,5,37.3,24.4,193.0,77.0,1.3,4.2,6.7
Bogra,2006,6,36.6,26.1,184.0,83.0,1.3,5.9,3.8
Bogra,2006,7,37.0,26.8,192.0,83.0,1.5,5.7,5.2
Bogra,2006,8,37.0,26.5,138.0,82.0,1.2,5.2,5.6
Bogra,2006,9,35.7,25.8,174.0,84.0,1.0,5.1,4.9
Bogra,2006,10,34.6,23.4,69.0,81.0,0.4,2.3,6.5
Bogra,2006,11,32.2,18.4,1.0,77.0,0.3,2.5,5.6
Bogra,2006,12,29.5,14.1,0.0,76.0,0.2,0.3,4.9
Chandpur,2006,1,27.6,14.1,0.0,80.0,0.3,0.8,7.0
Chandpur,2006,2,33.8,19.4,0.0,77.0,0.4,0.7,8.0
Chandpur,2006,3,36.2,21.5,0.0,71.0,0.4,1.4,8.1
Chandpur,2006,4,35.6,23.9,27.0,77.0,0.8,3.8,8.4
Chandpur,2006,5,36.0,25.3,260.0,80.0,0.6,4.5,7.3
Chandpur,2006,6,35.7,26.4,336.0,87.0,0.6,6.4,4.3
Chandpur,2006,7,35.2,26.3,348.0,87.0,0.8,6.2,4.8
Chandpur,2006,8,34.2,26.0,309.0,86.0,1.0,6.0,6.0
Chandpur,2006,9,34.2,25.8,410.0,86.0,0.8,5.6,5.4
Chandpur,2006,10,34.4,25.0,24.0,83.0,0.2,4.1,6.0
Chandpur,2006,11,32.7,20.6,0.0,82.0,0.2,2.4,5.9
Chandpur,2006,12,29.7,15.6,0.0,80.0,0.1,0.3,5.6
Chittagong (IAP-Patenga),2006,1,29.8,14.6,0.0,77.0,0.5,0.5,7.8
Chittagong (IAP-Patenga),2006,2,33.0,19.1,0.0,78.0,0.7,1.0,6.5
Chittagong (IAP-Patenga),2006,3,38.4,21.8,0.0,67.0,0.6,1.8,6.2
Chittagong (IAP-Patenga),2006,4,37.0,24.7,50.0,75.0,1.2,2.9,7.3
Chittagong (IAP-Patenga),2006,5,36.8,24.6,859.0,84.0,1.0,4.6,6.7
Chittagong (IAP-Patenga),2006,6,35.5,25.9,288.0,89.0,1.0,6.1,4.9
Chittagong (IAP-Patenga),2006,7,34.2,25.7,495.0,88.0,1.1,6.4,4.3
Chittagong (IAP-Patenga),2006,8,34.8,25.6,138.0,82.0,1.0,5.9,6.2
Chittagong (IAP-Patenga),2006,9,35.5,25.4,438.0,85.0,0.7,5.7,5.0
Chittagong (IAP-Patenga),2006,10,34.3,24.6,91.0,84.0,0.3,4.1,5.7
Chittagong (IAP-Patenga),2006,11,34.6,20.6,16.0,78.0,0.3,2.5,6.5
Chittagong (IAP-Patenga),2006,12,32.0,15.8,0.0,76.0,0.4,0.5,6.0
Chuadanga,2006,1,29.5,10.2,0.0,77.0,0.4,0.5,7.0
Chuadanga,2006,2,38.1,16.6,0.0,72.0,0.6,0.3,8.4
Chuadanga,2006,3,40.7,18.8,1.0,61.0,0.6,1.6,6.8
Chuadanga,2006,4,39.2,23.8,42.0,70.0,1.1,3.1,7.5
Chuadanga,2006,5,38.9,25.1,108.0,74.0,1.0,4.2,7.8
Chuadanga,2006,6,38.0,26.1,211.0,84.0,0.8,5.6,5.2
Chuadanga,2006,7,36.5,26.4,337.0,87.0,1.2,5.9,4.7
Chuadanga,2006,8,36.5,26.2,161.0,85.0,1.1,5.9,5.5
Chuadanga,2006,9,36.0,25.5,526.0,86.0,0.8,5.2,6.1
Chuadanga,2006,10,36.0,23.6,61.0,83.0,0.2,2.5,7.5
Chuadanga,2006,11,32.5,18.2,5.0,79.0,0.2,2.1,6.9
Chuadanga,2006,12,28.5,12.6,0.0,80.0,0.1,0.2,7.0
Comilla,2006,1,28.8,12.2,0.0,79.0,1.1,0.5,7.0
Comilla,2006,2,32.4,18.5,0.0,80.0,1.8,1.5,7.7
Comilla,2006,3,35.2,20.1,0.0,73.0,1.1,2.0,7.4
Comilla,2006,4,37.3,23.0,117.0,79.0,1.7,3.3,7.7
Comilla,2006,5,36.7,24.4,607.0,80.0,1.7,4.5,6.9
Comilla,2006,6,35.8,25.6,402.0,86.0,1.9,6.3,5.2
Comilla,2006,7,35.4,25.8,151.0,86.0,1.6,5.9,5.5
Comilla,2006,8,34.8,25.6,226.0,84.0,1.2,5.5,6.8
Comilla,2006,9,34.8,25.2,300.0,85.0,1.0,5.1,5.6
Comilla,2006,10,34.2,24.2,94.0,84.0,0.6,4.2,5.8
Comilla,2006,11,32.4,19.1,1.0,81.0,0.5,2.6,6.0
Comilla,2006,12,29.8,13.3,0.0,79.0,0.5,0.4,6.3
Cox's Bazar,2006,1,30.5,15.9,0.0,73.0,1.0,0.6,8.7
Cox's Bazar,2006,2,32.3,19.0,0.0,76.0,0.7,0.7,8.7
Cox's Bazar,2006,3,37.4,22.3,0.0,69.0,1.1,1.1,8.1
Cox's Bazar,2006,4,35.0,25.1,114.0,73.0,1.3,2.3,9.1
Cox's Bazar,2006,5,34.8,25.2,800.0,81.0,1.3,4.8,7.2
Cox's Bazar,2006,6,33.5,25.7,662.0,87.0,1.5,6.4,4.7
Cox's Bazar,2006,7,32.8,25.5,802.0,90.0,2.0,6.9,3.3
Cox's Bazar,2006,8,33.0,25.3,385.0,87.0,1.7,6.3,4.7
Cox's Bazar,2006,9,33.5,25.1,678.0,86.0,1.4,5.5,6.0
Cox's Bazar,2006,10,33.6,25.0,78.0,82.0,0.6,3.5,7.4
Cox's Bazar,2006,11,34.0,21.8,10.0,75.0,0.7,2.0,8.1
Cox's Bazar,2006,12,31.0,16.6,0.0,74.0,0.6,0.3,8.2
Dhaka,2006,1,28.2,13.5,0.0,69.0,0.7,0.6,5.3
Dhaka,2006,2,35.9,19.4,0.0,66.0,0.9,1.1,6.1
Dhaka,2006,3,38.5,21.9,0.0,54.0,0.9,2.0,7.3
Dhaka,2006,4,37.1,23.8,181.0,68.0,1.4,4.3,7.8
Dhaka,2006,5,36.8,25.0,185.0,73.0,1.1,4.9,6.5
Dhaka,2006,6,35.0,26.1,326.0,82.0,0.6,6.6,2.1
Dhaka,2006,7,35.6,26.7,331.0,80.0,0.8,6.7,4.8
Dhaka,2006,8,35.2,26.5,167.0,78.0,1.5,6.1,6.2
Dhaka,2006,9,35.7,25.8,663.0,81.0,1.0,5.6,5.1
Dhaka,2006,10,34.7,24.7,61.0,77.0,0.3,3.7,5.1
Dhaka,2006,11,32.6,19.9,5.0,69.0,0.4,2.5,6.0
Dhaka,2006,12,30.1,15.8,0.0,70.0,0.4,0.5,5.5
Dinajpur,2006,1,28.0,11.0,0.0,83.0,0.4,1.9,6.1
Dinajpur,2006,2,33.5,16.5,0.0,76.0,0.4,0.6,5.5
Dinajpur,2006,3,35.8,17.7,1.0,60.0,0.5,1.1,9.2
Dinajpur,2006,4,38.5,21.4,67.0,76.0,0.6,3.6,6.4
Dinajpur,2006,5,36.8,23.9,259.0,79.0,0.6,4.6,6.9
Dinajpur,2006,6,37.0,25.3,222.0,83.0,0.7,6.3,4.3
Dinajpur,2006,7,36.0,26.6,218.0,82.0,0.7,6.2,5.8
Dinajpur,2006,8,36.7,26.6,126.0,82.0,0.8,5.4,7.1
Dinajpur,2006,9,35.4,25.0,340.0,85.0,1.0,5.6,5.4
Dinajpur,2006,10,34.2,22.7,21.0,81.0,0.5,2.4,7.9
Dinajpur,2006,11,31.0,17.5,23.0,79.0,0.5,2.7,4.8
Dinajpur,2006,12,28.0,13.2,8.0,79.0,0.4,0.3,7.0
Faridpur,2006,1,28.4,12.0,0.0,77.0,0.8,1.1,7.3
Faridpur,2006,2,36.0,18.1,0.0,74.0,1.1,0.7,7.9
Faridpur,2006,3,39.3,20.1,0.0,63.0,1.1,1.8,7.8
Faridpur,2006,4,38.5,23.7,128.0,74.0,1.9,3.4,7.4
Faridpur,2006,5,37.0,24.9,218.0,78.0,1.5,4.4,7.4
Faridpur,2006,6,36.4,26.4,229.0,86.0,1.4,5.8,4.7
Faridpur,2006,7,35.4,26.6,340.0,86.0,2.1,6.1,4.6
Faridpur,2006,8,35.4,26.2,192.0,84.0,2.1,6.0,6.2
Faridpur,2006,9,35.8,26.0,486.0,86.0,1.5,5.3,5.7
Faridpur,2006,10,35.0,24.6,55.0,82.0,0.5,3.1,6.7
Faridpur,2006,11,32.2,19.4,1.0,78.0,0.5,2.5,6.1
Faridpur,2006,12,28.9,14.2,0.0,78.0,0.4,0.2,5.7
Feni,2006,1,29.2,13.6,0.0,79.0,0.2,0.3,6.3
Feni,2006,2,32.1,18.2,0.0,79.0,0.4,0.9,6.7
Feni,2006,3,35.6,20.8,0.0,73.0,0.4,1.4,8.2
Feni,2006,4,36.8,23.4,52.0,77.0,0.9,3.7,8.0
Feni,2006,5,36.2,24.8,577.0,82.0,0.7,4.9,6.7
Feni,2006,6,35.5,25.9,390.0,86.0,0.9,6.6,4.6
Feni,2006,7,33.6,25.6,439.0,88.0,1.2,7.0,4.0
Feni,2006,8,33.4,25.6,188.0,84.0,1.2,6.3,6.3
Feni,2006,9,33.5,24.9,388.0,87.0,0.8,5.4,5.6
Feni,2006,10,34.0,24.3,52.0,85.0,0.3,4.0,5.6
Feni,2006,11,32.2,19.4,0.0,82.0,0.3,2.3,5.6
Feni,2006,12,30.5,14.2,0.0,79.0,0.2,0.2,5.5
Hatiya,2006,1,28.6,14.1,0.0,79.0,0.8,0.6,8.5
Hatiya,2006,2,31.9,18.6,0.0,81.0,1.5,1.0,9.1
Hatiya,2006,3,36.5,21.0,1.0,71.0,1.0,1.7,8.7
Hatiya,2006,4,35.4,24.2,57.0,80.0,2.0,2.7,8.5
Hatiya,2006,5,36.0,25.1,645.0,90.0,2.2,3.8,6.8
Hatiya,2006,6,35.5,26.2,466.0,88.0,2.2,5.2,4.6
Hatiya,2006,7,32.0,25.7,603.0,92.0,2.7,6.0,3.7
Hatiya,2006,8,33.4,25.6,319.0,87.0,3.3,5.7,6.0
Hatiya,2006,9,33.7,25.5,698.0,87.0,2.4,4.7,6.1
Hatiya,2006,10,33.7,24.7,136.0,87.0,0.8,3.3,6.0
Hatiya,2006,11,32.5,20.2,16.0,89.0,0.8,2.4,7.1
Hatiya,2006,12,29.4,15.2,0.0,86.0,0.6,0.3,8.3
Ishurdi,2006,1,28.0,10.4,0.0,78.0,0.8,0.5,7.1
Ishurdi,2006,2,36.4,16.2,0.0,73.0,0.7,0.3,7.8
Ishurdi,2006,3,40.0,18.5,2.0,62.0,0.9,1.6,8.1
Ishurdi,2006,4,38.4,23.1,74.0,72.0,1.1,3.3,7.6
Ishurdi,2006,5,38.2,24.5,213.0,77.0,1.2,4.5,7.8
Ishurdi,2006,6,37.2,26.1,199.0,84.0,1.1,5.6,5.1
Ishurdi,2006,7,35.5,26.6,233.0,85.0,1.6,5.7,5.4
Ishurdi,2006,8,36.4,26.1,244.0,85.0,1.5,5.7,5.9
Ishurdi,2006,9,36.2,25.6,277.0,86.0,1.3,5.3,5.9
Ishurdi,2006,10,35.5,23.2,4.0,82.0,0.6,2.5,8.1
Ishurdi,2006,11,32.0,17.7,40.0,78.0,0.6,2.6,7.0
Ishurdi,2006,12,29.8,12.3,0.0,78.0,0.6,0.2,7.8
Jessore,2006,1,31.0,10.3,0.0,78.0,0.3,0.7,7.2
Jessore,2006,2,37.8,16.8,0.0,75.0,0.3,0.3,7.7
Jessore,2006,3,41.0,19.1,1.0,69.0,0.6,1.4,7.3
Jessore,2006,4,40.5,24.2,52.0,74.0,2.8,3.4,6.9
Jessore,2006,5,38.8,24.6,302.0,78.0,2.0,3.7,6.6
Jessore,2006,6,38.2,26.5,214.0,85.0,1.5,5.3,3.9
Jessore,2006,7,35.6,26.2,455.0,88.0,2.4,5.9,4.0
Jessore,2006,8,36.4,26.0,316.0,86.0,2.6,5.8,4.6
Jessore,2006,9,36.0,25.7,400.0,87.0,1.7,5.4,4.7
Jessore,2006,10,35.5,23.4,16.0,83.0,0.2,2.8,5.7
Jessore,2006,11,32.6,17.9,13.0,81.0,0.1,1.9,5.3
Jessore,2006,12,30.0,12.1,0.0,80.0,0.1,0.2,5.3
Khepupara,2006,1,30.5,13.6,0.0,76.0,0.5,0.2,7.8
Khepupara,2006,2,34.5,19.0,0.0,79.0,0.7,0.3,7.7
Khepupara,2006,3,35.7,21.6,0.0,73.0,0.8,1.3,7.5
Khepupara,2006,4,37.7,25.3,65.0,75.0,2.2,3.1,7.9
Khepupara,2006,5,35.4,25.6,452.0,82.0,1.3,4.3,6.7
Khepupara,2006,6,35.5,26.9,389.0,87.0,1.8,5.7,3.8
Khepupara,2006,7,34.4,26.2,611.0,89.0,2.1,6.5,3.0
Khepupara,2006,8,34.5,26.1,398.0,88.0,3.1,6.5,3.9
Khepupara,2006,9,34.5,25.7,699.0,88.0,1.6,5.3,5.4
Khepupara,2006,10,34.3,25.0,23.0,86.0,0.1,3.6,5.9
Khepupara,2006,11,33.4,20.3,11.0,83.0,0.1,2.3,6.1
Khepupara,2006,12,30.0,15.1,0.0,79.0,0.2,0.2,7.2
Khulna,2006,1,30.2,12.8,0.0,77.0,0.3,0.5,7.6
Khulna,2006,2,36.2,18.8,0.0,74.0,0.4,0.3,7.7
Khulna,2006,3,38.5,21.1,5.0,68.0,0.4,1.4,7.3
Khulna,2006,4,39.0,24.9,19.0,71.0,1.1,3.4,7.7
Khulna,2006,5,37.2,25.7,230.0,77.0,0.8,4.0,7.3
Khulna,2006,6,36.7,26.9,262.0,84.0,0.6,5.6,4.1
Khulna,2006,7,35.1,26.4,522.0,87.0,1.1,6.1,3.6
Khulna,2006,8,34.6,26.0,364.0,87.0,1.5,6.4,4.4
Khulna,2006,9,35.0,26.0,579.0,86.0,0.9,5.4,5.7
Khulna,2006,10,35.1,24.9,79.0,84.0,0.2,3.5,5.7
Khulna,2006,11,32.4,20.1,1.0,81.0,0.3,2.7,6.0
Khulna,2006,12,29.5,15.0,0.0,79.0,0.3,0.2,6.5
Kutubdia,2006,1,29.5,15.5,0.0,74.0,1.2,1.7,8.9
Kutubdia,2006,2,31.2,19.4,0.0,82.0,1.1,1.3,8.4
Kutubdia,2006,3,34.6,21.9,0.0,73.0,1.2,2.8,8.5
Kutubdia,2006,4,34.5,24.9,25.0,76.0,1.8,2.5,9.5
Kutubdia,2006,5,34.4,25.5,626.0,79.0,2.0,3.4,7.2
Kutubdia,2006,6,34.2,26.4,488.0,85.0,2.0,5.4,4.4
Kutubdia,2006,7,32.4,26.0,899.0,87.0,2.5,6.5,3.9
Kutubdia,2006,8,32.3,25.2,344.0,84.0,2.4,7.2,5.2
Kutubdia,2006,9,33.3,26.0,502.0,85.0,1.5,6.1,5.9
Kutubdia,2006,10,34.6,25.4,81.0,83.0,0.8,4.5,6.7
Kutubdia,2006,11,32.6,21.5,2.0,76.0,1.1,2.2,7.3
Kutubdia,2006,12,29.8,16.6,0.0,74.0,0.9,3.0,0.0
Madaripur,2006,1,28.3,12.5,0.0,81.0,0.1,0.9,6.6
Madaripur,2006,2,35.0,18.7,0.0,78.0,0.1,0.8,7.6
Madaripur,2006,3,37.0,20.5,0.0,71.0,0.1,2.0,7.6
Madaripur,2006,4,37.0,23.8,55.0,75.0,0.3,3.3,6.8
Madaripur,2006,5,37.0,25.2,237.0,80.0,0.3,4.4,5.8
Madaripur,2006,6,36.2,26.7,254.0,86.0,0.2,5.9,3.9
Madaripur,2006,7,34.6,26.7,223.0,87.0,0.6,6.2,3.9
Madaripur,2006,8,35.0,26.3,243.0,85.0,0.6,6.0,4.7
Madaripur,2006,9,35.3,26.1,453.0,87.0,0.5,5.1,5.5
Madaripur,2006,10,34.7,24.9,37.0,84.0,0.0,3.5,6.1
Madaripur,2006,11,32.6,19.4,1.0,82.0,0.0,2.5,5.9
Madaripur,2006,12,29.5,14.2,0.0,82.0,0.0,0.2,5.7
Maijdee Court,2006,1,29.0,14.5,0.0,79.0,0.7,0.4,7.1
Maijdee Court,2006,2,34.5,19.4,0.0,79.0,0.9,1.1,7.2
Maijdee Court,2006,3,36.2,21.4,2.0,73.0,0.8,1.3,7.9
Maijdee Court,2006,4,36.8,24.1,61.0,76.0,1.3,2.9,8.4
Maijdee Court,2006,5,37.0,25.0,507.0,82.0,1.2,4.3,6.6
Maijdee Court,2006,6,36.5,26.5,435.0,86.0,1.4,6.0,3.9
Maijdee Court,2006,7,34.5,26.2,479.0,88.0,1.7,6.4,3.7
Maijdee Court,2006,8,34.6,25.9,382.0,85.0,1.6,5.9,5.9
Maijdee Court,2006,9,35.5,25.6,633.0,87.0,1.2,4.8,5.2
Maijdee Court,2006,10,35.5,24.8,28.0,85.0,0.7,3.3,5.3
Maijdee Court,2006,11,32.8,20.8,20.0,84.0,0.6,2.2,5.9
Maijdee Court,2006,12,28.6,15.7,0.0,83.0,0.5,0.2,6.2
Mongla,2006,1,30.8,13.8,0.0,77.0,0.2,0.4,7.7
Mongla,2006,2,37.2,19.4,0.0,76.0,0.2,0.4,7.5
Mongla,2006,3,39.4,22.3,14.0,70.0,0.3,1.6,8.3
Mongla,2006,4,38.5,25.5,9.0,78.0,1.2,2.7,8.4
Mongla,2006,5,38.6,26.1,243.0,83.0,1.2,3.6,7.3
Mongla,2006,6,36.8,26.9,255.0,90.0,0.7,4.9,4.2
Mongla,2006,7,34.0,26.1,462.0,92.0,1.0,5.7,3.6
Mongla,2006,8,35.0,26.1,318.0,92.0,1.7,5.7,4.0
Mongla,2006,9,35.0,25.9,390.0,89.0,0.9,4.6,5.1
Mongla,2006,10,35.0,24.7,48.0,85.0,0.1,2.9,6.8
Mongla,2006,11,32.5,20.7,6.0,84.0,0.1,1.9,5.1
Mongla,2006,12,29.6,15.9,0.0,80.0,0.2,0.2,6.6
Mymensingh,2006,1,28.2,12.1,0.0,85.0,0.5,1.3,5.3
Mymensingh,2006,2,32.9,18.4,0.0,82.0,0.7,1.3,6.6
Mymensingh,2006,3,35.0,19.1,2.0,76.0,0.8,1.5,6.8
Mymensingh,2006,4,35.0,21.9,153.0,80.0,1.4,4.1,7.0
Mymensingh,2006,5,37.5,24.1,379.0,82.0,1.3,5.1,6.6
Mymensingh,2006,6,35.5,25.7,371.0,88.0,1.4,6.3,2.5
Mymensingh,2006,7,35.5,26.7,274.0,86.0,1.3,6.5,5.1
Mymensingh,2006,8,35.7,26.4,339.0,85.0,1.3,5.9,6.0
Mymensingh,2006,9,34.6,25.8,420.0,89.0,1.1,5.5,4.4
Mymensingh,2006,10,34.0,23.2,23.0,88.0,0.5,3.2,5.8
Mymensingh,2006,11,31.6,18.2,0.0,86.0,0.4,2.4,5.1
Mymensingh,2006,12,28.7,13.5,0.0,86.0,0.4,0.1,4.3
Patuakhali,2006,1,31.5,13.4,0.0,80.0,0.3,1.2,8.2
Patuakhali,2006,2,36.4,18.8,0.0,79.0,0.5,1.3,8.7
Patuakhali,2006,3,37.5,21.4,1.0,73.0,0.4,2.3,8.3
Patuakhali,2006,4,37.6,24.4,7.0,78.0,0.9,3.5,8.1
Patuakhali,2006,5,36.2,25.4,339.0,84.0,0.8,4.2,6.8
Patuakhali,2006,6,36.2,26.7,533.0,89.0,0.9,6.0,3.6
Patuakhali,2006,7,33.6,26.2,354.0,91.0,1.1,6.3,3.1
Patuakhali,2006,8,33.5,25.9,406.0,90.0,1.4,6.3,4.1
Patuakhali,2006,9,34.4,25.9,620.0,90.0,0.9,5.6,5.7
Patuakhali,2006,10,34.7,24.8,24.0,87.0,0.4,4.1,5.8
Patuakhali,2006,11,33.0,20.1,3.0,85.0,0.3,2.5,6.2
Patuakhali,2006,12,29.8,14.9,0.0,82.0,0.3,0.4,6.9
Rajshahi,2006,1,27.8,10.6,0.0,76.0,0.6,0.7,6.5
Rajshahi,2006,2,36.8,16.2,0.0,72.0,0.5,0.6,7.3
Rajshahi,2006,3,39.6,18.5,7.0,59.0,0.8,2.0,7.9
Rajshahi,2006,4,39.0,23.0,36.0,70.0,1.3,3.6,6.8
Rajshahi,2006,5,39.0,24.4,189.0,77.0,1.2,4.4,7.9
Rajshahi,2006,6,37.5,26.2,188.0,85.0,0.9,5.8,5.0
Rajshahi,2006,7,36.4,26.6,130.0,86.0,1.4,6.0,4.4
Rajshahi,2006,8,35.8,26.0,247.0,86.0,1.2,5.7,5.7
Rajshahi,2006,9,35.5,25.5,302.0,87.0,1.1,5.6,5.6
Rajshahi,2006,10,36.0,23.5,36.0,83.0,0.5,2.5,6.8
Rajshahi,2006,11,31.5,17.8,10.0,80.0,0.4,2.5,8.4
Rajshahi,2006,12,28.2,12.7,0.0,79.0,0.4,0.2,7.0
Rangamati,2006,1,28.8,12.9,0.0,78.0,0.5,0.6,8.2
Rangamati,2006,2,34.6,17.1,0.0,72.0,0.5,0.5,7.9
Rangamati,2006,3,37.3,19.9,0.0,57.0,0.1,1.6,7.9
Rangamati,2006,4,38.8,23.6,36.0,68.0,0.0,2.5,8.4
Rangamati,2006,5,36.8,23.7,701.0,79.0,0.9,4.8,6.5
Rangamati,2006,6,35.5,25.1,313.0,85.0,0.6,5.7,4.9
Rangamati,2006,7,35.2,25.3,476.0,83.0,0.3,6.0,3.8
Rangamati,2006,8,35.2,24.9,370.0,83.0,0.1,5.5,6.5
Rangamati,2006,9,34.5,24.5,302.0,85.0,0.3,5.5,5.7
Rangamati,2006,10,35.2,23.9,99.0,85.0,0.1,3.7,6.3
Rangamati,2006,11,33.2,19.3,19.0,85.0,0.1,2.6,6.4
Rangamati,2006,12,29.5,14.2,0.0,83.0,0.2,0.5,7.0
Rangpur,2006,1,27.4,11.9,0.0,85.0,0.7,2.2,6.2
Rangpur,2006,2,32.2,16.8,1.0,78.0,0.8,1.6,5.8
Rangpur,2006,3,34.5,17.5,2.0,66.0,1.0,1.2,9.2
Rangpur,2006,4,34.8,21.2,85.0,79.0,1.8,3.8,6.0
Rangpur,2006,5,37.0,23.8,367.0,79.0,1.4,4.6,6.6
Rangpur,2006,6,35.4,25.3,472.0,86.0,1.3,6.5,3.6
Rangpur,2006,7,36.0,26.5,271.0,82.0,1.6,6.2,5.9
Rangpur,2006,8,36.5,26.5,96.0,81.0,1.2,5.3,6.3
Rangpur,2006,9,35.0,25.2,235.0,86.0,1.2,5.6,4.9
Rangpur,2006,10,33.2,23.0,120.0,83.0,0.6,2.6,7.6
Rangpur,2006,11,30.5,18.0,8.0,81.0,0.6,3.1,2.0
Rangpur,2006,12,27.1,13.7,25.0,81.0,0.6,0.3,6.7
Sandwip,2006,1,30.0,12.6,0.0,78.0,2.0,1.6,7.5
Sandwip,2006,2,32.6,17.5,0.0,81.0,2.1,1.7,7.4
Sandwip,2006,3,37.7,20.2,1.0,72.0,2.3,2.3,7.4
Sandwip,2006,4,36.8,23.7,51.0,78.0,2.4,3.5,7.9
Sandwip,2006,5,37.2,24.7,873.0,83.0,2.3,4.7,6.4
Sandwip,2006,6,34.5,25.1,507.0,87.0,2.4,6.3,4.8
Sandwip,2006,7,34.3,23.9,650.0,89.0,2.0,6.4,4.4
Sandwip,2006,8,34.3,25.2,184.0,85.0,1.9,5.7,7.0
Sandwip,2006,9,34.6,25.0,776.0,87.0,1.5,6.0,5.5
Sandwip,2006,10,33.9,24.6,51.0,86.0,0.7,4.5,5.3
Sandwip,2006,11,33.3,19.9,18.0,84.0,0.5,2.8,6.2
Sandwip,2006,12,30.0,14.6,0.0,82.0,0.5,0.5,6.4
Satkhira,2006,1,30.3,11.9,0.0,75.0,0.3,0.6,8.1
Satkhira,2006,2,36.7,18.5,0.0,72.0,0.3,0.3,8.3
Satkhira,2006,3,38.8,21.0,24.0,67.0,0.3,1.8,7.5
Satkhira,2006,4,38.6,25.3,59.0,72.0,0.8,3.2,7.7
Satkhira,2006,5,36.7,26.0,285.0,76.0,0.7,4.0,7.6
Satkhira,2006,6,36.5,26.9,260.0,84.0,0.5,5.1,5.5
Satkhira,2006,7,34.2,26.2,548.0,88.0,0.6,6.4,3.7
Satkhira,2006,8,35.0,26.0,359.0,86.0,0.7,6.0,4.6
Satkhira,2006,9,34.5,26.2,403.0,86.0,0.4,5.7,5.8
Satkhira,2006,10,34.5,24.5,63.0,84.0,0.1,3.0,6.2
Satkhira,2006,11,31.8,19.4,0.0,80.0,0.2,2.1,6.0
Satkhira,2006,12,29.0,13.9,0.0,79.0,0.2,0.2,6.7
Sitakunda,2006,1,30.4,11.8,0.0,79.0,0.4,0.8,8.4
Sitakunda,2006,2,32.6,17.2,0.0,82.0,1.1,1.8,8.0
Sitakunda,2006,3,39.1,19.4,0.0,71.0,1.0,2.1,8.8
Sitakunda,2006,4,37.5,23.9,56.0,78.0,1.4,3.1,8.8
Sitakunda,2006,5,37.5,24.5,569.0,83.0,1.5,4.6,6.9
Sitakunda,2006,6,36.8,25.7,321.0,86.0,1.9,5.9,5.5
Sitakunda,2006,7,33.6,25.8,397.0,87.0,2.0,6.1,4.5
Sitakunda,2006,8,35.1,25.6,177.0,84.0,1.8,5.2,7.0
Sitakunda,2006,9,35.7,25.0,457.0,87.0,1.2,5.1,4.8
Sitakunda,2006,10,35.7,24.2,50.0,87.0,0.3,3.5,5.4
Sitakunda,2006,11,34.9,18.8,4.0,83.0,0.3,2.0,6.4
Sitakunda,2006,12,31.0,13.5,0.0,81.0,0.2,0.3,7.2
Srimangal,2006,1,29.0,10.0,0.0,80.0,0.5,1.4,7.0
Srimangal,2006,2,34.8,15.9,3.0,73.0,1.0,1.6,7.8
Srimangal,2006,3,37.7,17.6,1.0,64.0,0.8,1.6,7.4
Srimangal,2006,4,35.6,21.3,195.0,74.0,1.1,3.3,7.9
Srimangal,2006,5,36.8,23.5,364.0,80.0,0.8,4.4,6.5
Srimangal,2006,6,34.5,24.7,478.0,85.0,0.8,6.1,3.9
Srimangal,2006,7,36.5,25.6,271.0,84.0,0.8,6.1,5.1
Srimangal,2006,8,36.0,25.3,325.0,84.0,0.7,5.5,6.9
Srimangal,2006,9,36.8,24.8,165.0,85.0,0.5,5.5,5.3
Srimangal,2006,10,34.5,22.8,150.0,85.0,0.1,3.4,6.4
Srimangal,2006,11,32.8,17.5,15.0,84.0,0.2,2.7,5.2
Srimangal,2006,12,29.5,11.1,0.0,82.0,0.2,0.4,6.1
Syedpur,2006,1,28.0,11.0,0.0,84.0,0.8,2.3,4.4
Syedpur,2006,2,33.0,16.7,0.0,77.0,1.1,1.8,4.7
Syedpur,2006,3,35.3,17.4,2.0,64.0,1.7,2.8,8.6
Syedpur,2006,4,36.3,20.9,90.0,76.0,2.0,3.0,5.6
Syedpur,2006,5,36.8,23.4,633.0,78.0,1.8,4.6,5.6
Syedpur,2006,6,37.4,25.2,525.0,85.0,1.6,5.0,3.7
Syedpur,2006,7,36.2,26.6,211.0,82.0,1.7,5.7,6.0
Syedpur,2006,8,36.8,26.5,74.0,81.0,1.5,6.4,6.6
Syedpur,2006,9,35.8,24.7,404.0,86.0,1.6,4.5,5.2
Syedpur,2006,10,34.0,22.4,76.0,81.0,0.9,4.3,7.7
Syedpur,2006,11,30.6,17.2,20.0,80.0,0.9,0.8,5.1
Syedpur,2006,12,27.6,13.2,18.0,79.0,0.9,0.7,5.6
Sylhet,2006,1,30.5,13.6,0.0,74.0,1.2,1.4,7.2
Sylhet,2006,2,32.3,18.5,62.0,71.0,1.7,2.9,6.6
Sylhet,2006,3,36.0,20.0,16.0,61.0,1.8,2.0,8.9
Sylhet,2006,4,35.7,21.5,353.0,74.0,1.8,4.6,6.8
Sylhet,2006,5,38.0,23.5,572.0,78.0,1.7,4.9,6.1
