st,yr,mn,max_temp,min_temp,rain,rel_hum,wind,cloud,sun
Sylhet,1997,8,36.6,25.5,486.0,86.0,1.1,6.7,4.3
Sylhet,1997,9,34.5,23.8,946.0,90.0,1.1,6.6,3.3
Sylhet,1997,10,34.3,21.7,31.0,80.0,0.9,2.8,8.7
Sylhet,1997,11,34.0,18.9,23.0,79.0,0.9,2.4,8.4
Sylhet,1997,12,29.5,14.9,18.0,82.0,1.0,3.5,6.5
Tangail,1997,1,26.5,10.4,0.0,80.0,0.5,1.3,6.8
Tangail,1997,2,30.0,13.0,37.0,74.0,0.7,1.6,7.7
Tangail,1997,3,34.6,19.3,20.0,72.0,1.0,2.3,7.4
Tangail,1997,4,34.5,20.2,200.0,79.0,1.3,4.3,6.4
Tangail,1997,5,38.0,23.8,162.0,80.0,1.4,4.3,7.5
Tangail,1997,6,35.5,24.9,312.0,86.0,1.7,6.2,5.3
Tangail,1997,7,34.2,26.1,516.0,87.0,1.3,6.3,4.0
Tangail,1997,8,35.6,26.0,469.0,87.0,0.9,6.3,4.2
Tangail,1997,9,33.6,25.1,252.0,88.0,1.1,6.4,4.2
Tangail,1997,10,34.0,21.8,13.0,83.0,0.4,2.6,8.9
Tangail,1997,11,33.7,18.5,2.0,81.0,0.5,2.5,7.1
Tangail,1997,12,28.8,13.8,28.0,86.0,0.7,2.8,4.9
Teknaf,1997,1,29.2,15.0,0.0,63.0,0.7,0.6,9.4
Teknaf,1997,2,30.2,16.3,48.0,72.0,0.7,0.8,9.2
Teknaf,1997,3,32.0,20.9,33.0,80.0,0.8,1.9,7.5
Teknaf,1997,4,32.0,22.0,49.0,80.0,0.7,2.2,8.2
Teknaf,1997,5,35.2,24.6,243.0,82.0,1.5,3.4,7.8
Teknaf,1997,6,33.0,25.8,585.0,89.0,0.7,5.9,2.2
Teknaf,1997,7,32.4,25.5,1353.0,93.0,0.8,7.1,1.6
Teknaf,1997,8,33.8,26.0,742.0,90.0,0.8,5.6,4.7
Teknaf,1997,9,33.5,25.3,666.0,89.0,0.6,4.8,5.9
Teknaf,1997,10,33.0,23.3,23.0,83.0,0.3,1.9,8.9
Teknaf,1997,11,33.5,21.5,49.0,79.0,0.5,2.5,8.0
Teknaf,1997,12,31.8,16.8,16.0,74.0,1.1,1.8,8.7
Barisal,1996,1,29.4,12.4,0.0,80.0,0.2,0.5,8.2
Barisal,1996,2,31.5,15.0,20.0,76.0,0.4,1.6,8.7
Barisal,1996,3,35.2,22.3,12.0,77.0,1.2,2.7,8.0
Barisal,1996,4,36.6,23.5,131.0,82.0,1.2,3.5,7.5
Barisal,1996,5,36.6,25.3,94.0,84.0,2.3,4.7,7.5
Barisal,1996,6,35.5,25.2,449.0,87.0,1.8,5.4,4.8
Barisal,1996,7,35.0,25.7,307.0,88.0,1.6,5.9,3.3
Barisal,1996,8,34.4,25.3,322.0,91.0,1.0,6.0,2.6
Barisal,1996,9,37.8,25.3,202.0,88.0,0.3,5.3,4.4
Barisal,1996,10,35.4,23.0,270.0,86.0,0.5,3.1,7.6
Barisal,1996,11,33.6,18.3,4.0,84.0,0.1,1.4,8.3
Barisal,1996,12,30.2,13.4,1.0,81.0,0.1,1.6,6.2
Bhola,1996,1,29.2,13.0,0.0,80.0,0.3,0.6,6.3
Bhola,1996,2,31.6,15.5,8.0,76.0,0.4,1.4,6.8
Bhola,1996,3,34.8,22.6,49.0,79.0,1.3,2.3,5.9
Bhola,1996,4,35.6,23.9,138.0,83.0,0.9,3.0,6.3
Bhola,1996,5,35.8,25.8,128.0,85.0,1.6,4.0,5.2
Bhola,1996,6,35.4,25.5,546.0,88.0,1.0,5.0,4.1
Bhola,1996,7,33.0,26.2,292.0,89.0,0.8,5.5,2.4
Bhola,1996,8,33.2,25.5,401.0,91.0,0.7,5.7,2.0
Bhola,1996,9,36.8,25.9,142.0,88.0,0.4,4.5,4.0
Bhola,1996,10,34.9,23.7,169.0,85.0,0.4,2.3,6.3
Bhola,1996,11,33.0,19.7,6.0,83.0,0.2,1.5,6.4
Bhola,1996,12,30.5,14.6,2.0,80.0,0.2,1.6,5.2
Bogra,1996,1,27.7,12.2,3.0,77.0,0.6,1.3,7.1
Bogra,1996,2,30.4,15.0,28.0,74.0,0.7,1.1,8.3
Bogra,1996,3,35.0,20.2,7.0,69.0,1.1,1.8,8.8
Bogra,1996,4,39.0,23.0,401.0,69.0,1.1,2.6,8.4
Bogra,1996,5,39.3,24.6,184.0,78.0,1.7,4.5,6.9
Bogra,1996,6,35.5,25.6,283.0,84.0,1.4,5.5,5.7
Bogra,1996,7,35.2,26.5,338.0,86.0,1.4,6.5,3.7
Bogra,1996,8,37.0,26.3,171.0,85.0,1.4,6.3,5.2
Bogra,1996,9,36.7,26.2,335.0,86.0,0.6,4.9,5.8
Bogra,1996,10,35.6,23.0,176.0,83.0,0.6,2.7,8.0
Bogra,1996,11,34.0,17.7,0.0,78.0,0.4,0.7,8.6
Bogra,1996,12,30.3,13.2,0.0,75.0,0.7,0.8,7.7
Chandpur,1996,1,28.1,14.3,4.0,77.0,0.4,0.6,6.7
Chandpur,1996,2,32.5,16.5,10.0,73.0,0.6,0.9,7.6
Chandpur,1996,3,35.2,22.5,75.0,75.0,0.9,1.9,7.3
Chandpur,1996,4,35.5,23.9,196.0,77.0,0.8,2.6,7.1
Chandpur,1996,5,36.4,25.7,96.0,79.0,1.2,3.5,6.5
Chandpur,1996,6,34.8,25.5,314.0,83.0,1.0,3.3,4.5
Chandpur,1996,7,34.0,26.2,290.0,84.0,0.7,4.1,2.5
Chandpur,1996,8,33.8,25.8,218.0,85.0,0.6,3.7,1.7
Chandpur,1996,9,35.7,26.2,249.0,83.0,0.5,3.5,5.8
Chandpur,1996,10,34.7,23.9,246.0,80.0,0.6,1.9,7.1
Chandpur,1996,11,32.8,19.8,20.0,79.0,0.4,1.2,7.5
Chandpur,1996,12,28.6,16.1,0.0,75.0,0.6,1.4,5.7
Chittagong (IAP-Patenga),1996,1,28.5,14.1,0.0,75.0,0.9,0.5,8.3
Chittagong (IAP-Patenga),1996,2,32.2,16.3,106.0,72.0,1.1,1.2,8.2
Chittagong (IAP-Patenga),1996,3,33.3,22.2,91.0,79.0,4.1,3.0,8.0
Chittagong (IAP-Patenga),1996,4,34.0,24.0,234.0,80.0,2.9,3.0,6.2
Chittagong (IAP-Patenga),1996,5,35.6,25.4,251.0,80.0,4.7,4.5,7.4
Chittagong (IAP-Patenga),1996,6,36.0,25.4,476.0,82.0,5.5,5.6,6.5
Chittagong (IAP-Patenga),1996,7,35.0,25.7,465.0,85.0,4.8,6.3,3.9
Chittagong (IAP-Patenga),1996,8,33.5,25.4,584.0,88.0,4.1,6.5,2.2
Chittagong (IAP-Patenga),1996,9,36.5,25.7,350.0,84.0,2.1,5.6,5.6
Chittagong (IAP-Patenga),1996,10,35.7,24.0,343.0,82.0,2.6,3.7,7.0
Chittagong (IAP-Patenga),1996,11,32.8,20.5,3.0,82.0,0.6,2.0,8.2
Chittagong (IAP-Patenga),1996,12,31.2,16.9,1.0,77.0,1.0,1.7,6.4
Chuadanga,1996,1,28.0,11.3,9.0,79.33333333,0.2,1.0538461540000001,5.911111111
Chuadanga,1996,2,32.3,13.8,15.44444444,73.55555556,0.2,1.0538461540000001,7.588888889
Chuadanga,1996,3,37.0,20.7,35.33333333,68.22222222,0.8,1.7923076919999998,7.733333332999999
Chuadanga,1996,4,41.7,23.0,47.11111111,70.44444444,1.0,2.7,8.1
Chuadanga,1996,5,41.4,25.6,119.1111111,74.11111111,1.4,3.792307692,7.7
Chuadanga,1996,6,35.8,25.6,225.7777778,83.0,1.2,5.315384615,5.011111111
Chuadanga,1996,7,35.7,26.3,366.8888889,87.44444444,1.1,5.892307692,4.255555556
Chuadanga,1996,8,35.5,25.7,209.5555556,86.77777778,0.9,5.546153846,5.033333333
Chuadanga,1996,9,36.5,26.1,321.44444439999995,86.88888889,0.7,5.092307691999999,5.1444444439999995
Chuadanga,1996,10,35.0,22.7,186.66666669999998,84.88888889,0.8,3.207692308,6.244444444
Chuadanga,1996,11,33.2,17.1,14.33333333,80.33333333,0.5,1.338461538,7.444444444
Chuadanga,1996,12,27.8,12.0,2.666666667,81.55555556,0.7,0.8307692308,5.8666666670000005
Comilla,1996,1,28.5,11.8,12.0,81.0,0.5,0.7,7.6
Comilla,1996,2,31.5,14.9,0.0,78.0,1.0,1.3,8.2
Comilla,1996,3,34.4,21.3,114.0,83.0,2.3,2.7,8.4
Comilla,1996,4,36.5,23.4,102.0,85.0,2.0,3.0,7.8
Comilla,1996,5,36.2,24.3,449.0,82.0,3.0,4.6,7.6
Comilla,1996,6,35.0,25.1,392.0,85.0,2.4,5.5,5.7
Comilla,1996,7,34.8,25.7,308.0,87.0,2.4,6.1,3.9
Comilla,1996,8,34.8,25.2,146.0,88.0,2.4,6.1,3.7
Comilla,1996,9,37.0,25.4,178.0,86.0,1.2,4.7,6.9
Comilla,1996,10,35.0,22.3,322.0,84.0,1.2,2.8,8.2
Comilla,1996,11,33.0,17.5,12.0,82.0,0.5,1.5,8.6
Comilla,1996,12,30.2,13.8,1.0,79.0,0.5,1.6,7.5
Cox's Bazar,1996,1,28.2,15.8,0.0,70.0,1.8,0.1,9.5
Cox's Bazar,1996,2,31.8,17.7,83.0,71.0,1.8,0.9,9.4
Cox's Bazar,1996,3,32.7,22.5,2.0,81.0,2.6,3.5,8.9
Cox's Bazar,1996,4,34.2,24.1,77.0,78.0,1.7,3.2,7.7
Cox's Bazar,1996,5,34.5,25.3,279.0,81.0,3.1,4.8,7.6
Cox's Bazar,1996,6,34.6,25.1,671.0,85.0,3.0,5.8,6.0
Cox's Bazar,1996,7,34.0,25.5,946.0,87.0,2.7,6.5,4.0
Cox's Bazar,1996,8,33.0,24.9,702.0,89.0,2.2,6.6,3.3
Cox's Bazar,1996,9,35.5,25.0,528.0,86.0,1.4,5.9,5.9
Cox's Bazar,1996,10,34.5,24.5,446.0,83.0,1.5,4.5,6.2
Cox's Bazar,1996,11,32.5,20.8,8.0,79.0,1.0,2.1,8.8
Cox's Bazar,1996,12,31.8,17.5,0.0,75.0,1.0,1.3,9.1
Dhaka,1996,1,29.2,12.1,0.0,73.0,0.4,0.7,7.5
Dhaka,1996,2,32.0,15.2,21.0,67.0,0.7,1.1,8.9
Dhaka,1996,3,37.6,22.2,54.0,67.0,1.1,2.4,9.0
Dhaka,1996,4,38.4,24.0,199.0,70.0,1.1,3.3,7.0
Dhaka,1996,5,36.5,25.7,208.0,78.0,1.2,4.8,7.7
Dhaka,1996,6,35.5,25.4,343.0,83.0,0.9,5.4,4.5
Dhaka,1996,7,34.1,26.7,257.0,84.0,0.9,5.9,3.9
Dhaka,1996,8,35.5,26.2,361.0,85.0,0.8,5.9,3.8
Dhaka,1996,9,37.5,26.2,244.0,83.0,0.4,4.7,5.4
Dhaka,1996,10,35.4,22.9,357.0,79.0,0.4,2.9,7.7
Dhaka,1996,11,33.7,18.2,0.0,76.0,0.1,1.0,8.6
Dhaka,1996,12,30.3,14.0,0.0,72.0,0.3,1.4,6.6
Dinajpur,1996,1,26.0,10.7,16.0,81.0,0.5,1.5,6.7
Dinajpur,1996,2,29.0,13.4,4.0,73.0,0.7,0.9,8.6
Dinajpur,1996,3,36.0,18.1,0.0,62.0,1.0,0.9,9.3
Dinajpur,1996,4,39.5,20.5,29.0,61.0,0.8,1.7,9.4
Dinajpur,1996,5,39.5,23.4,76.0,78.0,1.0,4.2,6.9
Dinajpur,1996,6,36.0,25.0,320.0,84.0,0.7,5.4,7.5
Dinajpur,1996,7,35.4,26.3,428.0,87.0,0.7,6.1,2.8
Dinajpur,1996,8,35.5,26.4,353.0,86.0,0.6,5.6,5.4
Dinajpur,1996,9,35.5,25.7,286.0,87.0,0.3,4.2,6.6
Dinajpur,1996,10,34.0,22.1,75.0,85.0,0.4,2.3,6.2
Dinajpur,1996,11,32.6,15.9,0.0,82.0,0.2,0.3,8.4
Dinajpur,1996,12,28.0,11.1,0.0,81.0,0.3,0.3,8.2
Faridpur,1996,1,28.2,12.7,2.0,78.0,1.1,0.8,7.8
Faridpur,1996,2,32.2,15.4,15.0,74.0,1.2,1.2,8.9
Faridpur,1996,3,36.0,21.4,28.0,70.0,2.2,1.8,8.2
Faridpur,1996,4,40.3,23.1,182.0,68.0,2.4,2.3,8.1
Faridpur,1996,5,38.6,25.2,283.0,80.0,3.0,2.9,8.1
Faridpur,1996,6,34.9,25.5,316.0,86.0,2.1,3.0,5.2
Faridpur,1996,7,33.6,26.0,210.0,88.0,2.7,3.2,4.4
Faridpur,1996,8,34.3,25.7,447.0,89.0,2.1,2.8,3.9
Faridpur,1996,9,36.0,26.4,115.0,84.0,1.3,4.6,5.8
Faridpur,1996,10,34.6,23.6,212.0,81.0,1.1,2.5,7.8
Faridpur,1996,11,33.0,19.0,0.0,79.0,0.7,0.8,9.3
Faridpur,1996,12,29.4,14.2,0.0,75.0,1.0,1.1,7.5
Feni,1996,1,29.8,12.9,3.0,76.0,0.8,0.5,8.5
Feni,1996,2,31.6,15.5,10.0,73.0,1.0,1.5,9.4
Feni,1996,3,34.8,22.3,267.0,82.0,1.9,3.3,8.1
Feni,1996,4,36.1,23.5,109.0,80.0,1.5,3.4,8.4
Feni,1996,5,36.4,24.7,247.0,80.0,2.0,5.1,7.8
Feni,1996,6,35.6,25.2,506.0,84.0,1.8,5.9,6.1
Feni,1996,7,34.1,25.7,541.0,86.0,1.9,6.4,4.5
Feni,1996,8,33.8,25.3,628.0,88.0,1.6,6.8,3.6
Feni,1996,9,36.2,25.7,202.0,86.0,0.8,5.2,6.3
Feni,1996,10,35.1,23.0,298.0,84.0,1.0,2.9,7.5
Feni,1996,11,33.1,18.6,0.0,81.0,0.5,1.9,8.1
Feni,1996,12,30.2,15.1,5.0,78.0,0.5,1.8,7.1
Hatiya,1996,1,26.2,14.8,0.0,73.0,0.3,0.3,8.2
Hatiya,1996,2,29.3,17.2,8.0,69.0,0.5,1.2,8.2
Hatiya,1996,3,32.1,21.4,44.0,80.0,1.8,2.7,8.2
Hatiya,1996,4,32.6,24.1,106.0,79.0,1.6,3.0,8.0
Hatiya,1996,5,32.6,25.0,268.0,82.0,2.5,4.2,6.3
Hatiya,1996,6,31.9,25.5,566.0,85.0,2.2,5.4,3.8
Hatiya,1996,7,30.6,25.4,686.0,87.0,1.8,6.1,3.9
Hatiya,1996,8,31.1,25.5,570.0,89.0,1.3,6.3,4.4
Hatiya,1996,9,30.2,24.2,404.0,86.0,0.9,5.1,5.0
Hatiya,1996,10,30.1,23.4,202.0,83.0,0.8,2.5,6.5
Hatiya,1996,11,29.4,20.1,50.0,76.0,0.4,1.5,8.0
Hatiya,1996,12,25.8,15.5,7.0,75.0,0.5,1.5,8.4
Ishurdi,1996,1,27.0,10.4,0.0,77.0,0.7,1.3,7.8
Ishurdi,1996,2,31.0,13.0,25.0,73.0,0.9,1.0,8.9
Ishurdi,1996,3,37.0,19.8,17.0,64.0,1.3,1.8,7.9
Ishurdi,1996,4,42.2,22.7,105.0,63.0,1.4,3.2,8.7
Ishurdi,1996,5,40.5,25.5,81.0,75.0,2.1,4.4,8.0
Ishurdi,1996,6,36.0,25.2,312.0,85.0,1.6,5.6,5.9
Ishurdi,1996,7,35.3,26.3,151.0,87.0,1.5,6.6,4.2
Ishurdi,1996,8,35.3,25.7,282.0,89.0,1.1,6.3,4.4
Ishurdi,1996,9,36.0,25.8,272.0,86.0,0.8,5.0,5.6
Ishurdi,1996,10,35.1,22.6,183.0,84.0,0.7,2.7,8.2
Ishurdi,1996,11,33.5,16.8,0.0,80.0,0.4,0.8,9.4
Ishurdi,1996,12,28.6,11.8,0.0,74.0,0.8,0.8,8.0
Jessore,1996,1,28.6,11.5,39.0,80.0,0.5,0.9,7.7
Jessore,1996,2,31.5,14.2,20.0,76.0,0.6,1.4,8.1
Jessore,1996,3,36.5,21.1,22.0,71.0,1.8,2.3,8.2
Jessore,1996,4,41.4,22.8,90.0,73.0,1.6,3.2,8.0
Jessore,1996,5,39.4,25.2,146.0,77.0,3.2,4.6,8.0
Jessore,1996,6,36.2,25.2,350.0,85.0,2.0,5.6,5.1
Jessore,1996,7,34.8,26.1,271.0,88.0,1.5,6.3,3.8
Jessore,1996,8,34.3,25.7,380.0,89.0,1.2,6.3,3.2
Jessore,1996,9,37.0,25.5,195.0,87.0,0.6,5.2,5.7
Jessore,1996,10,34.8,22.3,257.0,84.0,0.7,2.8,7.1
Jessore,1996,11,33.8,17.0,5.0,80.0,0.1,1.1,7.8
Jessore,1996,12,28.6,12.1,0.0,78.0,0.3,1.4,6.4
Khepupara,1996,1,29.3,14.3,0.0,75.0,0.7,0.5,7.4
Khepupara,1996,2,31.4,16.8,32.0,75.0,1.4,1.2,8.5
Khepupara,1996,3,34.8,23.7,5.0,79.0,2.9,2.6,7.9
Khepupara,1996,4,37.2,24.6,67.0,78.0,2.4,2.8,7.9
Khepupara,1996,5,35.6,26.4,174.0,81.0,4.0,4.1,7.1
Khepupara,1996,6,34.3,25.9,621.0,86.0,3.3,5.0,4.7
Khepupara,1996,7,32.6,26.3,684.0,88.0,3.3,5.8,4.0
Khepupara,1996,8,32.0,25.4,899.0,91.0,2.7,5.9,3.1
Khepupara,1996,9,36.4,25.9,178.0,87.0,1.3,4.9,5.8
Khepupara,1996,10,34.3,24.3,401.0,84.0,1.0,3.0,6.7
Khepupara,1996,11,32.5,19.9,0.0,81.0,0.5,1.5,7.8
Khepupara,1996,12,29.2,15.6,0.0,75.0,0.7,1.4,6.6
Khulna,1996,1,30.4,12.6,1.0,78.0,1.1,0.8,8.2
Khulna,1996,2,32.5,13.9,17.0,79.0,1.0,1.2,8.6
Khulna,1996,3,36.9,22.2,1.0,77.0,1.7,2.3,9.0
Khulna,1996,4,38.4,23.6,64.0,81.0,1.7,2.7,8.2
Khulna,1996,5,37.8,25.7,117.0,81.0,2.0,4.2,8.6
Khulna,1996,6,36.4,25.2,453.0,85.0,1.5,5.4,5.1
Khulna,1996,7,35.5,26.2,223.0,85.0,1.6,5.7,3.1
Khulna,1996,8,33.8,25.7,275.0,87.0,1.7,5.9,3.0
Khulna,1996,9,37.0,26.1,70.0,85.0,0.8,4.7,5.8
Khulna,1996,10,35.0,23.2,242.0,81.0,0.9,2.8,8.2
Khulna,1996,11,33.5,18.6,8.0,79.0,0.6,1.5,8.7
Khulna,1996,12,29.3,13.0,0.0,75.0,0.9,1.6,7.1
Kutubdia,1996,1,28.5,14.9,0.0,74.0,2.1,0.1,9.1
Kutubdia,1996,2,35.0,16.2,33.0,75.0,2.0,0.9,9.4
Kutubdia,1996,3,34.8,22.4,44.0,87.0,3.0,2.4,8.3
Kutubdia,1996,4,34.5,23.7,43.0,83.0,1.7,2.4,8.0
Kutubdia,1996,5,35.2,25.3,192.0,81.0,2.7,4.2,7.3
Kutubdia,1996,6,35.2,23.9,682.0,85.0,2.7,4.9,4.7
Kutubdia,1996,7,33.0,24.3,731.0,87.0,1.8,5.3,3.6
Kutubdia,1996,8,32.5,24.5,751.0,88.0,1.9,5.8,2.5
Kutubdia,1996,9,37.3,25.0,662.0,85.0,1.1,4.5,5.5
Kutubdia,1996,10,36.2,23.6,527.0,82.0,1.2,3.4,6.4
Kutubdia,1996,11,32.5,20.6,14.0,78.0,0.8,1.9,8.8
Kutubdia,1996,12,30.8,16.9,0.0,73.0,1.1,1.2,7.8
Madaripur,1996,1,29.0,12.7,0.0,80.0,0.6,0.8,7.0
Madaripur,1996,2,32.0,15.4,27.0,76.0,0.6,1.3,7.3
Madaripur,1996,3,35.3,21.6,36.0,74.0,1.2,2.3,7.0
Madaripur,1996,4,37.0,23.1,164.0,75.0,1.1,3.3,6.4
Madaripur,1996,5,36.9,25.3,241.0,80.0,1.4,4.6,6.5
Madaripur,1996,6,35.6,25.5,604.0,86.0,0.9,5.4,4.1
Madaripur,1996,7,34.5,26.3,224.0,87.0,1.3,5.9,2.8
Madaripur,1996,8,34.0,26.3,258.0,87.0,1.1,5.9,2.2
Madaripur,1996,9,36.5,26.4,224.0,85.0,0.7,4.5,4.7
Madaripur,1996,10,35.4,23.8,214.0,82.0,0.6,2.9,6.5
Madaripur,1996,11,33.4,19.2,57.0,81.0,0.3,1.2,7.5
Madaripur,1996,12,29.0,14.0,0.0,80.0,0.4,1.4,4.7
Maijdee Court,1996,1,28.8,14.6,0.0,78.0,0.6,0.6,8.6
Maijdee Court,1996,2,31.3,16.4,21.0,76.0,0.9,1.3,8.9
Maijdee Court,1996,3,33.8,22.4,66.0,80.0,1.7,2.9,8.1
Maijdee Court,1996,4,35.4,23.7,98.0,80.0,1.4,2.8,7.3
Maijdee Court,1996,5,36.2,25.3,264.0,81.0,1.9,4.3,7.8
Maijdee Court,1996,6,35.0,25.6,590.0,86.0,1.9,5.5,5.6
Maijdee Court,1996,7,33.5,26.0,590.0,89.0,1.7,6.1,3.4
Maijdee Court,1996,8,33.1,25.7,566.0,91.0,1.3,6.3,3.0
Maijdee Court,1996,9,36.7,26.4,213.0,86.0,0.7,4.7,5.7
Maijdee Court,1996,10,34.5,24.3,369.0,83.0,0.8,2.5,8.1
Maijdee Court,1996,11,33.2,20.5,56.0,82.0,0.4,1.4,8.5
Maijdee Court,1996,12,30.2,16.4,2.0,79.0,0.4,1.4,7.4
Mongla,1996,1,29.5,14.8,2.0,73.0,0.8,0.7,7.130769231
Mongla,1996,2,32.0,16.9,22.0,71.0,0.8,1.4,8.207692308
Mongla,1996,3,35.5,23.4,24.0,76.0,1.8,2.5,8.330769231
Mongla,1996,4,38.0,24.8,47.0,77.0,1.9,3.2,8.676923077
Mongla,1996,5,38.0,26.3,119.0,80.0,2.7,4.0,7.338461538
Mongla,1996,6,35.0,25.8,453.0,86.0,2.1,5.2,4.223076923
Mongla,1996,7,34.5,26.4,386.0,88.0,2.1,5.6,3.992307692
Mongla,1996,8,33.2,25.9,357.0,90.0,2.0,5.8,4.369230769
Mongla,1996,9,36.2,26.4,133.0,86.0,1.1,4.4,4.746153846
Mongla,1996,10,34.0,24.2,274.0,82.0,1.1,3.0,6.723076923
Mongla,1996,11,32.5,20.0,1.0,79.0,0.4,1.3,7.653846154
Mongla,1996,12,28.0,15.7,0.0,72.0,0.7,1.6,7.038461538
Mymensingh,1996,1,26.9,12.0,0.0,75.0,0.6,0.8,6.5
Mymensingh,1996,2,29.7,14.9,14.0,72.0,0.8,1.2,8.0
Mymensingh,1996,3,35.0,19.9,18.0,73.0,1.3,1.8,7.3
Mymensingh,1996,4,36.5,22.8,42.0,74.0,1.7,3.1,7.1
Mymensingh,1996,5,36.0,24.4,171.0,81.0,2.6,5.0,5.6
Mymensingh,1996,6,34.7,25.2,201.0,85.0,2.0,5.7,4.5
Mymensingh,1996,7,34.0,26.3,291.0,87.0,1.7,6.4,2.8
Mymensingh,1996,8,34.6,26.2,276.0,87.0,1.6,6.2,4.5
Mymensingh,1996,9,37.2,25.9,306.0,86.0,0.9,4.5,6.1
Mymensingh,1996,10,35.0,22.8,291.0,83.0,0.8,2.7,7.6
Mymensingh,1996,11,33.2,18.2,0.0,80.0,0.3,1.0,8.7
Mymensingh,1996,12,30.5,13.3,0.0,77.0,0.6,1.0,7.5
Patuakhali,1996,1,29.9,13.6,3.0,81.0,0.7,0.5,7.3
Patuakhali,1996,2,32.0,15.9,394.0,78.0,0.7,0.9,7.6
Patuakhali,1996,3,35.2,22.7,4.0,81.0,1.9,2.4,6.6
Patuakhali,1996,4,37.0,23.5,305.0,83.0,1.6,2.8,6.1
Patuakhali,1996,5,36.2,25.8,150.0,84.0,3.4,3.6,6.1
Patuakhali,1996,6,35.0,25.5,739.0,89.0,2.2,3.2,1.6
Patuakhali,1996,7,33.2,26.0,448.0,91.0,1.5,6.5,2.3
Patuakhali,1996,8,32.8,25.5,585.0,92.0,1.2,6.4,4.2
Patuakhali,1996,9,35.4,25.9,217.0,90.0,0.7,5.2,4.9
Patuakhali,1996,10,34.0,23.7,291.0,88.0,0.9,2.9,6.7
Patuakhali,1996,11,33.5,19.3,57.0,84.0,0.4,1.5,5.9
Patuakhali,1996,12,28.5,14.8,0.0,82.0,0.5,1.5,6.1
Rajshahi,1996,1,26.4,11.0,0.0,79.0,0.6,1.3,7.1
Rajshahi,1996,2,31.2,13.2,21.0,76.0,0.7,1.1,8.8
Rajshahi,1996,3,38.2,19.4,4.0,64.0,0.8,1.6,8.7
Rajshahi,1996,4,42.0,22.5,73.0,61.0,1.0,2.4,8.3
Rajshahi,1996,5,41.4,25.3,95.0,74.0,1.3,3.7,7.9
Rajshahi,1996,6,36.5,25.1,284.0,85.0,1.3,5.4,5.7
Rajshahi,1996,7,35.2,26.3,106.0,88.0,1.1,6.3,4.7
Rajshahi,1996,8,35.2,26.0,270.0,88.0,1.0,6.3,4.8
Rajshahi,1996,9,35.7,26.1,298.0,86.0,0.7,4.6,6.6
Rajshahi,1996,10,34.7,22.8,118.0,85.0,0.7,2.8,8.1
Rajshahi,1996,11,32.6,16.8,0.0,79.0,0.6,0.9,9.4
Rajshahi,1996,12,28.0,12.0,0.0,75.0,0.9,0.9,7.8
Rangamati,1996,1,28.0,12.5,10.0,77.0,0.8,0.8,8.1
Rangamati,1996,2,31.5,14.7,17.0,69.0,1.1,1.5,9.3
Rangamati,1996,3,36.0,20.5,25.0,72.0,1.8,3.0,8.1
Rangamati,1996,4,35.2,22.7,77.0,76.0,1.1,2.9,8.1
Rangamati,1996,5,36.0,24.1,440.0,80.0,1.5,4.7,7.5
Rangamati,1996,6,35.2,24.3,454.0,84.0,1.3,5.6,5.9
Rangamati,1996,7,34.7,24.9,509.0,86.0,1.0,6.5,4.0
Rangamati,1996,8,33.8,24.5,430.0,88.0,0.8,6.8,2.9
Rangamati,1996,9,35.6,24.6,379.0,86.0,0.4,5.9,5.5
Rangamati,1996,10,35.0,22.5,246.0,85.0,0.5,3.7,6.5
Rangamati,1996,11,32.8,19.2,72.0,84.0,0.2,2.5,8.3
Rangamati,1996,12,30.0,15.3,4.0,82.0,0.3,2.3,7.8
Rangpur,1996,1,25.5,11.1,13.0,85.0,0.5,1.3,6.3
Rangpur,1996,2,28.8,14.0,0.0,77.0,0.7,1.0,8.6
Rangpur,1996,3,34.8,18.0,0.0,68.0,1.3,1.5,9.1
Rangpur,1996,4,37.5,21.4,39.0,68.0,1.5,2.3,9.0
Rangpur,1996,5,37.2,23.1,232.0,82.0,2.1,5.3,6.6
Rangpur,1996,6,36.0,24.7,396.0,86.0,1.7,5.4,5.4
Rangpur,1996,7,35.0,26.0,479.0,88.0,1.5,6.8,3.9
Rangpur,1996,8,35.2,26.1,353.0,85.0,1.5,6.2,6.6
Rangpur,1996,9,35.9,25.5,333.0,87.0,1.0,4.8,6.1
Rangpur,1996,10,34.6,22.2,159.0,86.0,1.0,2.4,8.1
Rangpur,1996,11,32.7,17.2,0.0,82.0,0.8,0.6,9.3
Rangpur,1996,12,27.2,12.5,0.0,79.0,0.8,0.6,8.7
Sandwip,1996,1,26.6,15.4,0.0,79.0,0.7,0.4,8.6
Sandwip,1996,2,29.6,17.6,44.0,78.0,0.7,1.2,8.7
Sandwip,1996,3,32.1,23.8,21.0,86.0,1.8,2.3,8.1
Sandwip,1996,4,33.1,25.4,105.0,83.0,1.6,2.2,8.1
Sandwip,1996,5,34.9,26.3,289.0,86.0,2.3,2.4,7.1
Sandwip,1996,6,33.6,26.3,451.0,87.0,2.8,2.9,6.9
Sandwip,1996,7,32.6,26.7,430.0,91.0,2.8,3.2,4.7
Sandwip,1996,8,32.0,25.6,1087.0,91.0,2.2,3.2,3.6
Sandwip,1996,9,35.7,26.4,406.0,88.0,1.1,2.8,5.6
Sandwip,1996,10,34.6,24.4,447.0,85.0,1.3,1.5,6.9
